step,total_loss,presence_loss,type_loss,type_extra_loss,rotation_extra_loss,weighted_type_extra_loss,weighted_rotation_extra_loss,continuous_loss,center_loss,axis_loss,depth_loss,rotation_loss,center_grid_loss,weighted_center_grid_loss,center_axis_relative_loss,weighted_center_axis_relative_loss,parametric_total_loss,raster_total_loss,raster_bce_loss,raster_dice_loss,raster_soft_iou,raster_soft_dice,raster_loss_active,val_mask_iou_at_step,val_loss_at_step,is_best_step
1400,0.05119368061423302,0.00010395429853815585,0.001986775314435363,0.001986775314435363,0.08880944550037384,0.0,0.0,0.0449301078915596,nan,nan,nan,nan,0.0417284332215786,0.004172843415290117,0.0,0.0,0.05119368061423302,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
1500,0.041119206696748734,8.932864147936925e-05,0.0016429639654234052,0.0016429639654234052,0.0692053958773613,0.0,0.0,0.03722814843058586,nan,nan,nan,nan,0.021587630733847618,0.0021587631199508905,0.0,0.0,0.041119206696748734,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
1600,0.03389326483011246,7.801620085956529e-05,0.0013565707486122847,0.0013565707486122847,0.05203244462609291,0.0,0.0,0.030577238649129868,nan,nan,nan,nan,0.018814384937286377,0.0018814385402947664,0.0,0.0,0.03389326483011246,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
1700,0.03439025580883026,6.910449883434922e-05,0.001190437818877399,0.001190437818877399,0.03849783167243004,0.0,0.0,0.02510526217520237,nan,nan,nan,nan,0.08025448769330978,0.008025448769330978,0.0,0.0,0.03439025580883026,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
1800,0.02283063903450966,5.911896732868627e-05,0.0010182574624195695,0.0010182574624195695,0.029321612790226936,0.0,0.0,0.02026689238846302,nan,nan,nan,nan,0.01486370712518692,0.0014863706892356277,-0.0,-0.0,0.02283063903450966,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
1900,0.059315577149391174,5.3147668950259686e-05,0.0010180631652474403,0.0010180631652474403,0.025238197296857834,0.0,0.0,0.01751898042857647,nan,nan,nan,nan,0.40725383162498474,0.040725383907556534,-0.0,-0.0,0.059315577149391174,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2000,0.024828430265188217,5.604554098681547e-05,0.0008831558516249061,0.0008831558516249061,0.01984751597046852,0.0,0.0,0.014172747731208801,nan,nan,nan,nan,0.0971648097038269,0.00971648097038269,0.0,0.0,0.024828430265188217,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2100,0.02583419531583786,4.718149284599349e-05,0.0007104252581484616,0.0007104252581484616,0.01649714820086956,0.0,0.0,0.011465298011898994,nan,nan,nan,nan,0.13611291348934174,0.013611291535198689,0.0,0.0,0.02583419531583786,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2200,0.011612609960138798,4.6582226786995307e-05,0.0006499090231955051,0.0006499090231955051,0.014292742125689983,0.0,0.0,0.009508481249213219,nan,nan,nan,nan,0.014076372608542442,0.0014076372608542442,0.0,0.0,0.011612609960138798,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2300,0.07649332284927368,4.1603230783948675e-05,0.0006515398854389787,0.0006515398854389787,0.01386234164237976,0.0,0.0,0.008959527127444744,nan,nan,nan,nan,0.6684065461158752,0.06684065610170364,-0.0,-0.0,0.07649332284927368,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2400,0.00955443549901247,4.256333704688586e-05,0.000525114533957094,0.000525114533957094,0.011022879742085934,0.0,0.0,0.0065688458271324635,nan,nan,nan,nan,0.024179119616746902,0.002417912008240819,0.0,0.0,0.00955443549901247,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2500,0.04867998883128166,4.8852100007934496e-05,0.000693080946803093,0.000693080946803093,0.013064638711512089,0.0,0.0,0.007370329927653074,nan,nan,nan,nan,0.40567725896835327,0.04056772589683533,0.0,0.0,0.04867998883128166,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2600,0.009141914546489716,3.765003566513769e-05,0.0004135868512094021,0.0004135868512094021,0.008808630518615246,0.0,0.0,0.0046058716252446175,nan,nan,nan,nan,0.04084806144237518,0.004084806423634291,0.0,0.0,0.009141914546489716,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2700,0.01455608755350113,4.448057370609604e-05,0.0004404396750032902,0.0004404396750032902,0.008667629212141037,0.0,0.0,0.004549368750303984,nan,nan,nan,nan,0.0952179878950119,0.00952179916203022,0.0,0.0,0.01455608755350113,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2800,0.005107565317302942,3.690525409183465e-05,0.00037032831460237503,0.00037032831460237503,0.007369589991867542,0.0,0.0,0.0033410987816751003,nan,nan,nan,nan,0.013592330738902092,0.0013592330506071448,-0.0,-0.0,0.005107565317302942,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2900,0.003944204188883305,3.689253571792506e-05,0.0003484132175799459,0.0003484132175799459,0.006928170565515757,0.0,0.0,0.002837379463016987,nan,nan,nan,nan,0.007215187419205904,0.0007215187652036548,0.0,0.0,0.003944204188883305,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
3000,0.002999334828928113,3.4978886105818674e-05,0.00031825798214413226,0.00031825798214413226,0.0064489166252315044,0.0,0.0,0.002379798796027899,nan,nan,nan,nan,0.0026629914063960314,0.00026629914646036923,0.0,0.0,0.002999334828928113,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
