candidate,sample_id,source_index,split,defect_type,source_pack,threshold,iou,dice,area_error,center_error_px,pred_area,true_area,pred_area_zero,type_prob_rectangular_notch,type_prob_rotated_rect,pred_defect_type,type_correct,true_center_x,true_center_y,pred_center_x,pred_center_y,center_mae_m,true_width,pred_width,width_abs_error_m,true_length,pred_length,length_abs_error_m,true_depth,pred_depth,depth_abs_error_m,true_angle_deg,pred_angle_deg,angle_abs_error_deg,sin_cos_error,notes
shared_trunk_type_residual,rect_p2_0003,2,train,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.6837606837606838,0.8121827411167513,0.12380952380952381,2.0615528128088303,460.0,525.0,0.0,0.9991865754127502,0.0008134650997817516,rectangular_notch,1.0,0.003000000026077032,-0.0005000000237487257,0.002394723240286112,0.00017207865312229842,0.0009044610300516867,0.01600000075995922,0.012647414579987526,0.003352586179971695,0.006500000134110451,0.007591542322188616,0.001091542188078165,0.0015999999595806003,0.002384152263402939,0.0007841523038223386,0.0,2.234302793795384,nan,0.03899346943198613,
shared_trunk_type_residual,rect_p2_0004,3,train,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.7795275590551181,0.8761061946902655,0.16267942583732056,0.7071067811865476,486.0,418.0,0.0,0.9877665042877197,0.01223352923989296,rectangular_notch,1.0,-0.000750000006519258,0.0005000000237487257,-0.0005855815252289176,0.0004738056450150907,0.0001664919891978684,0.012000000104308128,0.01185507420450449,0.00014492589980363846,0.007000000216066837,0.008850249461829662,0.001850249245762825,0.0010000000474974513,0.001635032007470727,0.0006350319599732757,0.0,-6.356612454381216,nan,0.11088692721641014,
shared_trunk_type_residual,rect_p2_0007,6,train,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.7826704545454546,0.8780876494023905,0.21732954545454544,0.7071067811865476,551.0,704.0,0.0,0.9999129772186279,8.705772779649124e-05,rectangular_notch,1.0,-0.000750000006519258,0.0010000000474974513,-0.00012295159103814512,0.0007108705467544496,0.00069049663417484,0.014000000432133675,0.012400596402585506,0.0015994040295481682,0.009999999776482582,0.009476197883486748,0.0005238018929958344,0.0019000000320374966,0.0023837671615183353,0.0004837671294808388,0.0,-3.9707492570071303,nan,0.06928878035874765,
shared_trunk_type_residual,rect_p2_0008,7,train,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.7916666666666666,0.8837209302325582,0.045454545454545456,2.5,504.0,528.0,0.0,0.9986395239830017,0.0013604983687400818,rectangular_notch,1.0,0.000750000006519258,0.0,0.0022663462441414595,3.06161746266298e-06,0.0015163493284373801,0.014000000432133675,0.01364149060100317,0.0003585098311305046,0.007499999832361937,0.007889547385275364,0.00038954755291342735,0.0013000000035390258,0.002004070207476616,0.0007040702039375901,0.0,2.5655989850527368,nan,0.04477440867325121,
shared_trunk_type_residual,rect_p2_0009,8,train,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.741635687732342,0.8516542155816436,0.02813852813852814,2.692582403567252,475.0,462.0,0.0,0.9999949932098389,5.030143711337587e-06,rectangular_notch,1.0,-0.0022499999031424522,0.0010000000474974513,-0.0016832181718200445,0.0002367699344176799,0.0009506638632547401,0.013000000268220901,0.012138711288571358,0.0008612889796495438,0.007000000216066837,0.008294150233268738,0.0012941500172019005,0.0013000000035390258,0.0014491946203634143,0.0001491946168243885,0.0,-7.700282699512444,nan,0.13429416510080391,
shared_trunk_type_residual,rect_p2_0010,9,train,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.7146017699115044,0.8335483870967741,0.14681440443213298,1.8027756377319946,414.0,361.0,0.0,0.9999998807907104,6.812141606360456e-08,rectangular_notch,1.0,0.0022499999031424522,-0.0005000000237487257,0.0014551887288689613,-0.0002673394337762147,0.000828164085719951,0.012000000104308128,0.011779529973864555,0.000220470130443573,0.006000000052154064,0.007627640385180712,0.0016276403330266476,0.0024999999441206455,0.002331943716853857,0.00016805622726678848,0.0,-1.4078846954999258,nan,0.02457160523936466,
shared_trunk_type_residual,rect_p2_0011,10,train,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.7228915662650602,0.8391608391608392,0.14285714285714285,2.0615528128088303,396.0,462.0,0.0,0.9999996423721313,3.48973344443948e-07,rectangular_notch,1.0,0.001500000013038516,-0.0010000000474974513,0.0019016676815226674,-0.00027940020663663745,0.0008249854826323457,0.013000000268220901,0.011163156479597092,0.0018368437886238098,0.007000000216066837,0.00729332072660327,0.00029332051053643227,0.0024999999441206455,0.002384533639997244,0.00011546630412340164,0.0,-3.0421683907577948,nan,0.053089618112339435,
shared_trunk_type_residual,rect_p2_0012,11,train,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.6123499142367067,0.7595744680851064,0.19230769230769232,3.3541019662496847,420.0,520.0,0.0,0.9993273019790649,0.000672730035148561,rectangular_notch,1.0,-0.000750000006519258,0.0010000000474974513,-0.001513456692919135,7.80423724791035e-05,0.0011970263320835587,0.01600000075995922,0.013247031718492508,0.002752969041466713,0.006500000134110451,0.0067660016939044,0.00026600155979394913,0.0013000000035390258,0.0021939158905297518,0.000893915886990726,0.0,1.5607562819558587,nan,0.027239493727990963,
shared_trunk_type_residual,rect_p2_0013,12,train,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.6374367622259697,0.7785787847579815,0.31130434782608696,2.5495097567963922,396.0,575.0,0.0,0.9999997615814209,2.132322265424591e-07,rectangular_notch,1.0,0.0022499999031424522,-0.0010000000474974513,0.0019659490790218115,-0.0003092156839556992,0.0007469055546703336,0.014000000432133675,0.011646509170532227,0.002353491261601448,0.00800000037997961,0.007377035450190306,0.0006229649297893047,0.0019000000320374966,0.0023743794299662113,0.00047437939792871475,0.0,-1.6017978214614075,nan,0.02795573552012487,
shared_trunk_type_residual,rect_p2_0015,14,train,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.871578947368421,0.9313835770528683,0.12842105263157894,0.5,414.0,475.0,0.0,0.9998892545700073,0.000110677006887272,rectangular_notch,1.0,-0.003000000026077032,-0.0005000000237487257,-0.0025529912672936916,-0.0003608333645388484,0.00046817111130938096,0.012000000104308128,0.011315187439322472,0.0006848126649856567,0.00800000037997961,0.007767709903419018,0.00023229047656059265,0.0013000000035390258,0.001304170349612832,4.170346073806286e-06,0.0,-1.0775888067908626,nan,0.01880719547075644,
shared_trunk_type_residual,rect_p2_0016,15,train,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.5719360568383659,0.727683615819209,0.024553571428571428,1.5811388300841898,437.0,448.0,0.0,0.9999669790267944,3.305531936348416e-05,rectangular_notch,1.0,0.003000000026077032,0.0,0.0024565011262893677,-0.00017368134285788983,0.0005705753788302836,0.008999999612569809,0.012492863461375237,0.0034928638488054276,0.009999999776482582,0.007809496019035578,0.0021905037574470043,0.0019000000320374966,0.001902469783090055,2.469751052558422e-06,0.0,-0.6997600308220937,nan,0.01221304060721557,
