sample_id,base_sample_id,perturb_sample_id,source_index,split,source_defect_type,source_pack,generated_geometry_type,variant_type,perturb_level,expected_quality_rank,requires_comsol_forward,reused_original,reused_from_20_60,reused_base_from_20_60,planned_real_comsol_forward,geometry_hash,plan_generation_stage,center_x,center_y,angle_rad,angle_deg,length,depth,profile_params_json,polygon_vertices_json,vertex_count,polygon_area_m2,polygon_valid,polygon_finite,polygon_in_bounds,polygon_self_intersects,mask_non_empty,component_count,profile_mask_area,quality_iou_vs_true,quality_dice_vs_true,quality_area_error_vs_true,quality_center_error_px_vs_true,profile_l2_delta,roughness_delta,area_delta_ratio,observed_delta_bz_reference_sample_id,notes,u_station_0,u_station_1,u_station_2,u_station_3,u_station_4,u_station_5,u_station_6,u_station_7,half_width_0,half_width_1,half_width_2,half_width_3,half_width_4,half_width_5,half_width_6,half_width_7,center_offset_0,center_offset_1,center_offset_2,center_offset_3,center_offset_4,center_offset_5,center_offset_6,center_offset_7,occupancy_0,occupancy_1,occupancy_2,occupancy_3,occupancy_4,occupancy_5,occupancy_6,occupancy_7
expanded_profile_perturb_000_00,rect_p2_0110,rect_p2_0110__true_reference,109,train,rectangular_notch,pilot_v2_rectangular_notch,original_rect_rot_reference,true_reference,reference,0,0,1,0,0,0,82d973100b714c4b,20.61_expanded_profile_perturbation,-0.003,0.001,0.0,0.0,0.0075,0.0019,"{""angle_deg"": 0.0, ""angle_rad"": 0.0, ""area_proxy"": 9.75e-05, ""center_offsets"": [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""center_x"": -0.003, ""center_y"": 0.001, ""depth_proxy"": 0.0019, ""half_widths"": [0.0065, 0.0065, 0.0065, 0.0065, 0.0065, 0.0065, 0.0065, 0.0065], ""length"": 0.0075, ""occupancy"": [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], ""roughness"": 0.0, ""u_stations"": [-0.00375, -0.0026785714285714286, -0.001607142857142857, -0.0005357142857142852, 0.0005357142857142861, 0.0016071428571428573, 0.0026785714285714295, 0.00375]}","[[-0.00675, 0.0075], [-0.005678571428571429, 0.0075], [-0.0046071428571428565, 0.0075], [-0.0035357142857142853, 0.0075], [-0.002464285714285714, 0.0075], [-0.0013928571428571427, 0.0075], [-0.0003214285714285706, 0.0075], [0.0007499999999999998, 0.0075], [0.0007499999999999998, -0.0055], [-0.0003214285714285706, -0.0055], [-0.0013928571428571427, -0.0055], [-0.002464285714285714, -0.0055], [-0.0035357142857142853, -0.0055], [-0.0046071428571428565, -0.0055], [-0.005678571428571429, -0.0055], [-0.00675, -0.0055]]",16,9.749999999999997e-05,1,1,1,0,1,1,492.0,0.4067796610169492,0.5783132530120482,0.023809523809523808,0.7071067811865476,0.0033255237838966992,-7.429607909440383e-08,0.8288226590730838,rect_p2_0110,true_reference reuses original NPZ arrays,-0.00375,-0.0026785714285714286,-0.001607142857142857,-0.0005357142857142852,0.0005357142857142861,0.0016071428571428573,0.0026785714285714295,0.00375,0.0065,0.0065,0.0065,0.0065,0.0065,0.0065,0.0065,0.0065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
expanded_profile_perturb_000_01,rect_p2_0110,rect_p2_0110__profile_extracted_reference,109,train,rectangular_notch,pilot_v2_rectangular_notch,profile_polygon_notch,profile_extracted_reference,reference,1,1,0,0,0,1,9fb6031db9ebfd44,20.61_expanded_profile_perturbation,-0.0024237292762395116,0.00010525118154857481,-0.018715978514594056,-1.0723465783437671,0.00822841791962081,0.001500000013038516,"{""angle_deg"": -1.0723465783437671, ""angle_rad"": -0.018715978514594056, ""area_proxy"": 5.331298773901712e-05, ""center_offsets"": [-0.00034235878194239535, -1.3762700646141206e-06, -0.0002952031589479861, -0.0002716253518081804, -0.0002480475446683747, 8.114606472885345e-05, 0.00010472387350268377, 0.00011651277761726147], ""center_x"": -0.0024237292762395116, ""center_y"": 0.00010525118154857481, ""depth_proxy"": 0.001500000013038516, ""half_widths"": [0.0030334817860749523, 0.00316744540908993, 0.0033581419943682802, 0.0034813135095407505, 0.0034813135132881136, 0.0031740472307017747, 0.003164851919986037, 0.002666199650743294], ""length"": 0.00822841791962081, ""occupancy"": [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], ""roughness"": 7.429607909440383e-08, ""u_stations"": [-0.0041933251068382305, -0.003017836832606686, -0.0018423485583751419, -0.0006668602841435976, 0.0005086279900879467, 0.001684116264319491, 0.0028596045385510353, 0.00403509281278258]}","[[-0.006565955909208857, 0.0028743804663835626], [-0.005381784945889685, 0.003327244290879588], [-0.0042084326171413725, 0.00320213292049931], [-0.0030304038197126763, 0.0033268574124151605], [-0.0018546801630627875, 0.003328431965018256], [-0.0006789873950340173, 0.0033283563226088947], [0.0004965641723857325, 0.003320737172839092], [0.001662734980682934, 0.0028119599474887174], [0.001562939736340141, -0.002519505443911776], [0.00037810448742713835, -0.0030078580903134455], [-0.0007977912583737876, -0.003018626341063503], [-0.001984984933223417, -0.003632975635322576], [-0.0031607085897330427, -0.003634550180432258], [-0.004334127105463862, -0.0035129747862291854], [-0.005500341704553449, -0.003006537042039527], [-0.006679498440041598, -0.0031915205449655364]]",16,5.331298773901711e-05,1,1,1,0,1,1,269.0,0.48653846153846153,0.6545924967658473,0.4662698412698413,3.270896488254167,0.0,0.0,0.0,rect_p2_0110,new real COMSOL forward required,-0.0041933251068382305,-0.003017836832606686,-0.0018423485583751419,-0.0006668602841435976,0.0005086279900879467,0.001684116264319491,0.0028596045385510353,0.00403509281278258,0.0030334817860749523,0.00316744540908993,0.0033581419943682802,0.0034813135095407505,0.0034813135132881136,0.0031740472307017747,0.003164851919986037,0.002666199650743294,-0.00034235878194239535,-1.3762700646141206e-06,-0.0002952031589479861,-0.0002716253518081804,-0.0002480475446683747,8.114606472885345e-05,0.00010472387350268377,0.00011651277761726147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
expanded_profile_perturb_000_02,rect_p2_0110,rect_p2_0110__half_width_shrink_local,109,train,rectangular_notch,pilot_v2_rectangular_notch,profile_polygon_notch,half_width_shrink_local,small,2,1,0,0,0,1,a39eef2b9c34c938,20.61_expanded_profile_perturbation,-0.0024237292762395116,0.00010525118154857481,-0.018715978514594056,-1.0723465783437671,0.00822841791962081,0.001500000013038516,"{""angle_deg"": -1.0723465783437671, ""angle_rad"": -0.018715978514594056, ""area_proxy"": 5.11630044240603e-05, ""center_offsets"": [-0.00034235878194239535, -1.3762700646141206e-06, -0.0002952031589479861, -0.0002716253518081804, -0.0002480475446683747, 8.114606472885345e-05, 0.00010472387350268377, 0.00011651277761726147], ""center_x"": -0.0024237292762395116, ""center_y"": 0.00010525118154857481, ""depth_proxy"": 0.001500000013038516, ""half_widths"": [0.0030334817860749523, 0.00316744540908993, 0.002888002115156721, 0.0034813135095407505, 0.0034813135132881136, 0.0027296806184035263, 0.003164851919986037, 0.002666199650743294], ""length"": 0.00822841791962081, ""occupancy"": [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], ""roughness"": 6.883511846176917e-07, ""u_stations"": [-0.0041933251068382305, -0.003017836832606686, -0.0018423485583751419, -0.0006668602841435976, 0.0005086279900879467, 0.001684116264319491, 0.0028596045385510353, 0.00403509281278258]}","[[-0.006565955909208857, 0.0028743804663835626], [-0.005381784945889685, 0.003327244290879588], [-0.004217231231323946, 0.0027320753810283153], [-0.0030304038197126763, 0.0033268574124151605], [-0.0018546801630627875, 0.003328431965018256], [-0.0006873036654678011, 0.002884067536151827], [0.0004965641723857325, 0.003320737172839092], [0.001662734980682934, 0.0028119599474887174], [0.001562939736340141, -0.002519505443911776], [0.00037810448742713835, -0.0030078580903134455], [-0.0007894749879400038, -0.002574337554606435], [-0.001984984933223417, -0.003632975635322576], [-0.0031607085897330427, -0.003634550180432258], [-0.004325328491281287, -0.0030429172467581907], [-0.005500341704553449, -0.003006537042039527], [-0.006679498440041598, -0.0031915205449655364]]",16,5.116300442406029e-05,1,1,1,0,1,1,261.0,0.4854368932038835,0.6535947712418301,0.48214285714285715,3.2012755317019046,0.00022871739990392107,6.140551055232878e-07,-0.040327571313047116,rect_p2_0110,new real COMSOL forward required,-0.0041933251068382305,-0.003017836832606686,-0.0018423485583751419,-0.0006668602841435976,0.0005086279900879467,0.001684116264319491,0.0028596045385510353,0.00403509281278258,0.0030334817860749523,0.00316744540908993,0.002888002115156721,0.0034813135095407505,0.0034813135132881136,0.0027296806184035263,0.003164851919986037,0.002666199650743294,-0.00034235878194239535,-1.3762700646141206e-06,-0.0002952031589479861,-0.0002716253518081804,-0.0002480475446683747,8.114606472885345e-05,0.00010472387350268377,0.00011651277761726147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
expanded_profile_perturb_000_03,rect_p2_0110,rect_p2_0110__half_width_expand_local,109,train,rectangular_notch,pilot_v2_rectangular_notch,profile_polygon_notch,half_width_expand_local,small,2,1,0,0,0,1,92a08378fd60d4d5,20.61_expanded_profile_perturbation,-0.0024237292762395116,0.00010525118154857481,-0.018715978514594056,-1.0723465783437671,0.00822841791962081,0.001500000013038516,"{""angle_deg"": -1.0723465783437671, ""angle_rad"": -0.018715978514594056, ""area_proxy"": 5.5604643937508355e-05, ""center_offsets"": [-0.00034235878194239535, -1.3762700646141206e-06, -0.0002952031589479861, -0.0002716253518081804, -0.0002480475446683747, 8.114606472885345e-05, 0.00010472387350268377, 0.00011651277761726147], ""center_x"": -0.0024237292762395116, ""center_y"": 0.00010525118154857481, ""depth_proxy"": 0.001500000013038516, ""half_widths"": [0.0030334817860749523, 0.00316744540908993, 0.0033581419943682802, 0.0039686974008764555, 0.003968697405148449, 0.0031740472307017747, 0.003164851919986037, 0.002666199650743294], ""length"": 0.00822841791962081, ""occupancy"": [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], ""roughness"": 3.4004238695302715e-07, ""u_stations"": [-0.0041933251068382305, -0.003017836832606686, -0.0018423485583751419, -0.0006668602841435976, 0.0005086279900879467, 0.001684116264319491, 0.0028596045385510353, 0.00403509281278258]}","[[-0.006565955909208857, 0.0028743804663835626], [-0.005381784945889685, 0.003327244290879588], [-0.0042084326171413725, 0.00320213292049931], [-0.0030212824858112507, 0.0038141559439144796], [-0.0018455588291515436, 0.003815730497042114], [-0.0006789873950340173, 0.0033283563226088947], [0.0004965641723857325, 0.003320737172839092], [0.001662734980682934, 0.0028119599474887174], [0.001562939736340141, -0.002519505443911776], [0.00037810448742713835, -0.0030078580903134455], [-0.0007977912583737876, -0.003018626341063503], [-0.001994106267134661, -0.004120274167346435], [-0.0031698299236344683, -0.004121848711931578], [-0.004334127105463862, -0.0035129747862291854], [-0.005500341704553449, -0.003006537042039527], [-0.006679498440041598, -0.0031915205449655364]]",16,5.5604643937508355e-05,1,1,1,0,1,1,283.0,0.49619771863117873,0.6632782719186785,0.4384920634920635,3.206086827515836,0.00024369194579901006,2.6574630785862333e-07,0.042984951616472415,rect_p2_0110,new real COMSOL forward required,-0.0041933251068382305,-0.003017836832606686,-0.0018423485583751419,-0.0006668602841435976,0.0005086279900879467,0.001684116264319491,0.0028596045385510353,0.00403509281278258,0.0030334817860749523,0.00316744540908993,0.0033581419943682802,0.0039686974008764555,0.003968697405148449,0.0031740472307017747,0.003164851919986037,0.002666199650743294,-0.00034235878194239535,-1.3762700646141206e-06,-0.0002952031589479861,-0.0002716253518081804,-0.0002480475446683747,8.114606472885345e-05,0.00010472387350268377,0.00011651277761726147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
expanded_profile_perturb_000_04,rect_p2_0110,rect_p2_0110__smooth_global_width_scale,109,train,rectangular_notch,pilot_v2_rectangular_notch,profile_polygon_notch,smooth_global_width_scale,small,2,1,0,0,0,1,efb9654be02a0566,20.61_expanded_profile_perturbation,-0.0024237292762395116,0.00010525118154857481,-0.018715978514594056,-1.0723465783437671,0.00822841791962081,0.001500000013038516,"{""angle_deg"": -1.0723465783437671, ""angle_rad"": -0.018715978514594056, ""area_proxy"": 4.904794871989574e-05, ""center_offsets"": [-0.00034235878194239535, -1.3762700646141206e-06, -0.0002952031589479861, -0.0002716253518081804, -0.0002480475446683747, 8.114606472885345e-05, 0.00010472387350268377, 0.00011651277761726147], ""center_x"": -0.0024237292762395116, ""center_y"": 0.00010525118154857481, ""depth_proxy"": 0.001500000013038516, ""half_widths"": [0.002790803243188956, 0.0029140497763627355, 0.003089490634818818, 0.0032028084287774906, 0.0032028084322250645, 0.002920123452245633, 0.0029116637663871544, 0.0024529036786838307], ""length"": 0.00822841791962081, ""occupancy"": [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], ""roughness"": 6.288420134550328e-08, ""u_stations"": [-0.0041933251068382305, -0.003017836832606686, -0.0018423485583751419, -0.0006668602841435976, 0.0005086279900879467, 0.001684116264319491, 0.0028596045385510353, 0.00403509281278258]}","[[-0.006570497610442167, 0.002631744425929599], [-0.005386527216236235, 0.0030738930375628234], [-0.004213460396674272, 0.00293352861223017], [-0.0030356160105134908, 0.0030484011087012638], [-0.0018598923538692127, 0.003049975661004623], [-0.000683739549567608, 0.0030744770160619993], [0.0004918257849873889, 0.0030675933623129908], [0.0016587431709092224, 0.0025987013318326977], [0.0015669315461138526, -0.0023062468282557566], [0.000382842874825482, -0.002754714279787344], [-0.0007930391038401968, -0.002764747034516607], [-0.001979772742416992, -0.0033545193313089423], [-0.0031554963989322282, -0.0033560938767183616], [-0.004329099325930962, -0.0032443704779600456], [-0.005495599434206899, -0.0027531857887227625], [-0.006674956738808288, -0.0029488845045115724]]",16,4.904794871989574e-05,1,1,1,0,1,1,254.0,0.48046875,0.6490765171503958,0.49603174603174605,3.1689416347389807,0.0002560475134433529,-1.1411877748900554e-08,-0.08000000000000013,rect_p2_0110,new real COMSOL forward required,-0.0041933251068382305,-0.003017836832606686,-0.0018423485583751419,-0.0006668602841435976,0.0005086279900879467,0.001684116264319491,0.0028596045385510353,0.00403509281278258,0.002790803243188956,0.0029140497763627355,0.003089490634818818,0.0032028084287774906,0.0032028084322250645,0.002920123452245633,0.0029116637663871544,0.0024529036786838307,-0.00034235878194239535,-1.3762700646141206e-06,-0.0002952031589479861,-0.0002716253518081804,-0.0002480475446683747,8.114606472885345e-05,0.00010472387350268377,0.00011651277761726147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
expanded_profile_perturb_000_05,rect_p2_0110,rect_p2_0110__centerline_offset_small,109,train,rectangular_notch,pilot_v2_rectangular_notch,profile_polygon_notch,centerline_offset_small,small,3,1,0,0,0,1,a4121d73f674920c,20.61_expanded_profile_perturbation,-0.0024237292762395116,0.00010525118154857481,-0.018715978514594056,-1.0723465783437671,0.00822841791962081,0.001500000013038516,"{""angle_deg"": -1.0723465783437671, ""angle_rad"": -0.018715978514594056, ""area_proxy"": 5.331298773901712e-05, ""center_offsets"": [0.0002489110560506807, 0.0005755870341900653, 0.0001531789531700929, -4.06320081774174e-05, -0.00028019403417844766, -0.00020777325142376442, -0.00038374425536557395, -0.00047475706037581467], ""center_x"": -0.0024237292762395116, ""center_y"": 0.00010525118154857481, ""depth_proxy"": 0.001500000013038516, ""half_widths"": [0.0030334817860749523, 0.00316744540908993, 0.0033581419943682802, 0.0034813135095407505, 0.0034813135132881136, 0.0031740472307017747, 0.003164851919986037, 0.002666199650743294], ""length"": 0.00822841791962081, ""occupancy"": [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], ""roughness"": 7.429607909440383e-08, ""u_stations"": [-0.0041933251068382305, -0.003017836832606686, -0.0018423485583751419, -0.0006668602841435976, 0.0005086279900879467, 0.001684116264319491, 0.0028596045385510353, 0.00403509281278258]}","[[-0.006554890361672199, 0.0034655467500788292], [-0.005370987143499141, 0.0039041065464658006], [-0.004200041197086748, 0.003650436503506335], [-0.0030260808056498016, 0.0035578103001458225], [-0.001855281780945103, 0.00329629110560621], [-0.0006843944870615715, 0.0030394876074424687], [0.00048742254710262877, 0.0028323545936992946], [0.0016516694331462764, 0.0022207936637934507], [0.0015518741888034832, -0.0031106717276070425], [0.00036896286214403457, -0.0034962406694532427], [-0.0008031983504013418, -0.0033074950562299293], [-0.0019855865511057324, -0.0036651164947346217], [-0.003156385575670168, -0.003403597292701596], [-0.004325735685409237, -0.00306467120322216], [-0.005489543902162906, -0.002429674786453314], [-0.006668432892504939, -0.0026003542612702698]]",16,5.33129877390171e-05,1,1,1,0,1,1,269.0,0.48940269749518306,0.6571798188874515,0.4662698412698413,2.9445060380714536,0.0004485532328108279,0.0,0.0,rect_p2_0110,new real COMSOL forward required,-0.0041933251068382305,-0.003017836832606686,-0.0018423485583751419,-0.0006668602841435976,0.0005086279900879467,0.001684116264319491,0.0028596045385510353,0.00403509281278258,0.0030334817860749523,0.00316744540908993,0.0033581419943682802,0.0034813135095407505,0.0034813135132881136,0.0031740472307017747,0.003164851919986037,0.002666199650743294,0.0002489110560506807,0.0005755870341900653,0.0001531789531700929,-4.06320081774174e-05,-0.00028019403417844766,-0.00020777325142376442,-0.00038374425536557395,-0.00047475706037581467,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
expanded_profile_perturb_000_06,rect_p2_0110,rect_p2_0110__roughness_noise,109,train,rectangular_notch,pilot_v2_rectangular_notch,profile_polygon_notch,roughness_noise,small,3,1,0,0,0,1,c63958995a1a00d8,20.61_expanded_profile_perturbation,-0.0024237292762395116,0.00010525118154857481,-0.018715978514594056,-1.0723465783437671,0.00822841791962081,0.001500000013038516,"{""angle_deg"": -1.0723465783437671, ""angle_rad"": -0.018715978514594056, ""area_proxy"": 5.33818886077306e-05, ""center_offsets"": [-0.00034235878194239535, -1.3762700646141206e-06, -0.0002952031589479861, -0.0002716253518081804, -0.0002480475446683747, 8.114606472885345e-05, 0.00010472387350268377, 0.00011651277761726147], ""center_x"": -0.0024237292762395116, ""center_y"": 0.00010525118154857481, ""depth_proxy"": 0.001500000013038516, ""half_widths"": [0.003245825511100199, 0.002850700868180937, 0.003559630514030377, 0.0033420609691591206, 0.003794631729484044, 0.0029201234522456326, 0.003323094515985339, 0.002586213661220995], ""length"": 0.00822841791962081, ""occupancy"": [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], ""roughness"": 1.2031298810477295e-06, ""u_stations"": [-0.0041933251068382305, -0.003017836832606686, -0.0018423485583751419, -0.0006668602841435976, 0.0005086279900879467, 0.001684116264319491, 0.0028596045385510353, 0.00403509281278258]}","[[-0.006561981920629711, 0.003086687001780781], [-0.005387712783822872, 0.0030105552242336324], [-0.0042046617824916975, 0.0034035861517011648], [-0.0030330099151130835, 0.003187629260558212], [-0.0018488164484055593, 0.0036416953070335938], [-0.000683739549567608, 0.003074477016061999], [0.0004995256645096975, 0.0034789520544179055], [0.0016612380520177926, 0.00273198796661771], [0.0015644366650052833, -0.0024395334630407683], [0.0003751429953031734, -0.0031660729718922588], [-0.0007930391038401968, -0.0027647470345166067], [-0.0019908486478806453, -0.003946238977337914], [-0.0031581024943326355, -0.0034953220285753096], [-0.004337897940113536, -0.00371442801743104], [-0.005494413866620262, -0.0026898479753935715], [-0.006683472428620743, -0.003403827080362755]]",16,5.33818886077306e-05,1,1,1,0,1,1,274.0,0.4932821497120921,0.6606683804627249,0.45634920634920634,3.1723223127690683,0.00022346418138196954,1.1288338019533256e-06,0.0012923843070055045,rect_p2_0110,new real COMSOL forward required,-0.0041933251068382305,-0.003017836832606686,-0.0018423485583751419,-0.0006668602841435976,0.0005086279900879467,0.001684116264319491,0.0028596045385510353,0.00403509281278258,0.003245825511100199,0.002850700868180937,0.003559630514030377,0.0033420609691591206,0.003794631729484044,0.0029201234522456326,0.003323094515985339,0.002586213661220995,-0.00034235878194239535,-1.3762700646141206e-06,-0.0002952031589479861,-0.0002716253518081804,-0.0002480475446683747,8.114606472885345e-05,0.00010472387350268377,0.00011651277761726147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
expanded_profile_perturb_000_07,rect_p2_0110,rect_p2_0110__mixed_profile_perturbation,109,train,rectangular_notch,pilot_v2_rectangular_notch,profile_polygon_notch,mixed_profile_perturbation,mixed,4,1,0,0,0,1,702043a78c4a7d74,20.61_expanded_profile_perturbation,-0.0028593366724147685,-0.00029941463694423544,0.11401013570826524,6.532299597797358,0.00822841791962081,0.001500000013038516,"{""angle_deg"": 6.532299597797358, ""angle_rad"": 0.11401013570826524, ""area_proxy"": 5.2125466220695926e-05, ""center_offsets"": [-0.00034235878194239535, -1.3762700646141206e-06, -0.0002952031589479861, -0.0002716253518081804, -0.0002480475446683747, 8.114606472885345e-05, 0.00010472387350268377, 0.00011651277761726147], ""center_x"": -0.0028593366724147685, ""center_y"": -0.00029941463694423544, ""depth_proxy"": 0.001500000013038516, ""half_widths"": [0.003151708458052714, 0.0032908931683964, 0.0034890219468523974, 0.0032734299911553674, 0.00327342999467896, 0.003297752288865862, 0.0032881986008594763, 0.0027701118987029268], ""length"": 0.00822841791962081, ""occupancy"": [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], ""roughness"": 8.024402073127606e-08, ""u_stations"": [-0.004064667087773686, -0.0029252447013383455, -0.0017858223149030046, -0.0006463999284676635, 0.0004930224579676774, 0.0016324448444030182, 0.002771867230838359, 0.0039112896172737]}","[[-0.007217216366583311, 0.0020292864405333485], [-0.006139816656352741, 0.0026359608181041917], [-0.004996904601888736, 0.002670508449140841], [-0.0038430353164760653, 0.0026093653372032182], [-0.00271369248515893, 0.0027624145358887504], [-0.0016218845021712164, 0.0032432598302207334], [-0.0004914548115040242, 0.0033868173626994697], [0.0006981684209942927, 0.003013430968045872], [0.0013284425979037126, -0.002490825038651427], [0.0002566978777941305, -0.0031468850875405784], [-0.0008715580946028743, -0.0033094259486783056], [-0.0019689000467982493, -0.0037419424610799987], [-0.0030982428789170955, -0.0038949916527640975], [-0.004203059256940407, -0.004262233155071351], [-0.0053910508812304156, -0.003903095780304929], [-0.006500118817134944, -0.004233207944519561]]",16,5.2125466220695926e-05,1,1,1,0,1,1,257.0,0.4197761194029851,0.5913272010512484,0.49007936507936506,4.540953139642959,0.00014751808029292413,5.94794163687222e-09,-0.022274525752232478,rect_p2_0110,new real COMSOL forward required,-0.004064667087773686,-0.0029252447013383455,-0.0017858223149030046,-0.0006463999284676635,0.0004930224579676774,0.0016324448444030182,0.002771867230838359,0.0039112896172737,0.003151708458052714,0.0032908931683964,0.0034890219468523974,0.0032734299911553674,0.00327342999467896,0.003297752288865862,0.0032881986008594763,0.0027701118987029268,-0.00034235878194239535,-1.3762700646141206e-06,-0.0002952031589479861,-0.0002716253518081804,-0.0002480475446683747,8.114606472885345e-05,0.00010472387350268377,0.00011651277761726147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
expanded_profile_perturb_001_00,rect_p2_0062,rect_p2_0062__true_reference,61,train,rectangular_notch,pilot_v2_rectangular_notch,original_rect_rot_reference,true_reference,reference,0,0,1,0,0,0,b9fdca25892cdc3e,20.61_expanded_profile_perturbation,0.003,0.001,0.0,0.0,0.009,0.0022,"{""angle_deg"": 0.0, ""angle_rad"": 0.0, ""area_proxy"": 0.000126, ""center_offsets"": [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""center_x"": 0.003, ""center_y"": 0.001, ""depth_proxy"": 0.0022, ""half_widths"": [0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007], ""length"": 0.009, ""occupancy"": [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], ""roughness"": 0.0, ""u_stations"": [-0.0045, -0.003214285714285714, -0.0019285714285714284, -0.0006428571428571429, 0.0006428571428571429, 0.0019285714285714288, 0.003214285714285714, 0.0045]}","[[-0.0014999999999999996, 0.008], [-0.00021428571428571373, 0.008], [0.0010714285714285717, 0.008], [0.002357142857142857, 0.008], [0.003642857142857143, 0.008], [0.004928571428571429, 0.008], [0.006214285714285714, 0.008], [0.0075, 0.008], [0.0075, -0.006], [0.006214285714285714, -0.006], [0.004928571428571429, -0.006], [0.003642857142857143, -0.006], [0.002357142857142857, -0.006], [0.0010714285714285717, -0.006], [-0.00021428571428571373, -0.006], [-0.0014999999999999996, -0.006]]",16,0.00012599999999999997,1,1,1,0,1,1,616.0,0.4666666666666667,0.6363636363636364,0.0,0.0,0.003617719463214313,-1.2009111143387896e-07,0.6879166811665921,rect_p2_0062,true_reference reuses original NPZ arrays,-0.0045,-0.003214285714285714,-0.0019285714285714284,-0.0006428571428571429,0.0006428571428571429,0.0019285714285714288,0.003214285714285714,0.0045,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
expanded_profile_perturb_001_01,rect_p2_0062,rect_p2_0062__profile_extracted_reference,61,train,rectangular_notch,pilot_v2_rectangular_notch,profile_polygon_notch,profile_extracted_reference,reference,1,1,0,0,0,1,3388407b53bfa6e7,20.61_expanded_profile_perturbation,0.0031103406357609813,-2.484105899343292e-05,0.08288882704975054,4.749179958740521,0.010881114323308141,0.001500000013038516,"{""angle_deg"": 4.749179958740521, ""angle_rad"": 0.08288882704975054, ""area_proxy"": 7.464823436244256e-05, ""center_offsets"": [-0.00037826864867785803, 9.80111258478034e-05, 0.00036222782577870004, 0.00025792049773319637, 0.00010145951289380359, -0.0005834349104055456, -0.0004235255360663033, -0.00015930881444881832], ""center_x"": 0.0031103406357609813, ""center_y"": -2.484105899343292e-05, ""depth_proxy"": 0.001500000013038516, ""half_widths"": [0.003245960128490616, 0.003169962286596272, 0.0034832034410053852, 0.0034832034407162307, 0.003433135942916896, 0.003747420139438353, 0.0034842465154906505, 0.0031741345758414695], ""length"": 0.010881114323308141, ""occupancy"": [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], ""roughness"": 1.2009111143387896e-07, ""u_stations"": [-0.005478220893791394, -0.00392377599046166, -0.002369331087131925, -0.0008148861838021904, 0.0007395587195275439, 0.002294003622857278, 0.003848448526187013, 0.0054028934295167474]}","[[-0.0025864993026809805, 0.002379441224835955], [-0.001070532214352111, 0.0029070474891870713], [0.00043076578059418917, 0.0036112213749546246], [0.001988509804059434, 0.003635970790915664], [0.0035547171200742494, 0.003558850009731137], [0.005134509410864077, 0.003318210828297241], [0.0066921670737274275, 0.0033439997417693346], [0.008245074928189326, 0.003426960721009645], [0.00877067317035246, -0.002899512839359058], [0.007269116097169329, -0.0036005682755507053], [0.005755036798998957, -0.00415089732237558], [0.004123202851724688, -0.0032838478195684594], [0.002565286106951913, -0.0033065182392586897], [0.0010075420835345484, -0.003331267655796053], [-0.0005456248527552156, -0.0034111101422361944], [-0.0020490076189158065, -0.004090190241707294]]",16,7.464823436244257e-05,1,1,1,0,1,1,370.0,0.5877616747181964,0.7403651115618661,0.39935064935064934,3.2946045717428705,0.0,0.0,0.0,rect_p2_0062,new real COMSOL forward required,-0.005478220893791394,-0.00392377599046166,-0.002369331087131925,-0.0008148861838021904,0.0007395587195275439,0.002294003622857278,0.003848448526187013,0.0054028934295167474,0.003245960128490616,0.003169962286596272,0.0034832034410053852,0.0034832034407162307,0.003433135942916896,0.003747420139438353,0.0034842465154906505,0.0031741345758414695,-0.00037826864867785803,9.80111258478034e-05,0.00036222782577870004,0.00025792049773319637,0.00010145951289380359,-0.0005834349104055456,-0.0004235255360663033,-0.00015930881444881832,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
