label,split,sample_index,mask_iou,pred_area,target_area,all_x_bins_correct,all_y_bins_correct,any_x_bin_wrong,any_y_bin_wrong,mean_center_grid_error,max_center_grid_error,type_sequence_true,type_sequence_pred
current_candidate_reference,val,12,0.3851010101010101,1102.0,1092.0,false,false,true,true,6.414968949113283,9.467140101745862,rectangular_notch|rotated_rect|rotated_rect,rectangular_notch|rectangular_notch|rotated_rect
current_candidate_reference,val,5,0.41836141778036023,1191.0,1250.0,false,true,true,false,5.166165747085583,6.788209312465408,rectangular_notch|rectangular_notch|rotated_rect,rectangular_notch|rectangular_notch|rotated_rect
current_candidate_reference,val,0,0.4357142857142857,1006.0,1004.0,false,true,true,false,4.507149278356446,7.554158340161543,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rotated_rect|rotated_rect
current_candidate_reference,val,17,0.4478688524590164,1138.0,1070.0,false,false,true,true,4.847378573909563,5.793482318194124,rotated_rect|rotated_rect|rotated_rect,rectangular_notch|rotated_rect|rotated_rect
current_candidate_reference,val,11,0.4547413793103448,1022.0,1003.0,false,true,true,false,4.52105725966528,4.70429511823725,rectangular_notch|rotated_rect|rotated_rect,rectangular_notch|rectangular_notch|rectangular_notch
current_candidate_reference,val,18,0.4932975871313673,1204.0,1024.0,true,false,false,true,5.752343825745304,8.02639694967725,rotated_rect|rotated_rect|rotated_rect,rectangular_notch|rotated_rect|rotated_rect
current_candidate_reference,val,3,0.49772036474164133,993.0,978.0,false,true,true,false,3.727690195876432,5.029975934212418,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rectangular_notch|rectangular_notch
current_candidate_reference,val,7,0.5077755240027045,1132.0,1098.0,false,true,true,false,3.5932642004219857,6.3106228524539,rectangular_notch|rectangular_notch|rotated_rect,rectangular_notch|rectangular_notch|rotated_rect
current_candidate_reference,val,8,0.5109140518417462,1003.0,1212.0,false,true,true,false,4.045634443235243,5.580442646327893,rectangular_notch|rectangular_notch|rotated_rect,rectangular_notch|rotated_rect|rotated_rect
current_candidate_reference,val,14,0.5167055167055167,979.0,973.0,true,true,false,false,3.6817817197229092,4.377781189966977,rectangular_notch|rotated_rect|rotated_rect,rectangular_notch|rectangular_notch|rectangular_notch
current_candidate_reference,val,16,0.5620736698499318,1150.0,1140.0,true,true,false,false,2.445637426685948,2.9074518364748703,rotated_rect|rotated_rect|rotated_rect,rectangular_notch|rectangular_notch|rotated_rect
current_candidate_reference,val,10,0.5635179153094463,969.0,951.0,true,true,false,false,2.3085784953997233,4.480006363502206,rectangular_notch|rotated_rect|rotated_rect,rectangular_notch|rotated_rect|rotated_rect
current_candidate_reference,val,15,0.5912670007158196,1162.0,1061.0,false,true,true,false,1.7656582344906209,3.4958089575230633,rotated_rect|rotated_rect|rotated_rect,rectangular_notch|rotated_rect|rotated_rect
current_candidate_reference,val,6,0.6045977011494252,1076.0,1018.0,false,true,true,false,2.4916445618732044,3.448727251488561,rectangular_notch|rectangular_notch|rotated_rect,rectangular_notch|rectangular_notch|rotated_rect
current_candidate_reference,val,4,0.6097060833902939,1183.0,1172.0,false,true,true,false,1.3819101550312645,2.9626897815821316,rectangular_notch|rectangular_notch|rectangular_notch,rotated_rect|rotated_rect|rotated_rect
current_candidate_reference,val,13,0.61082910321489,851.0,1053.0,true,false,false,true,2.4760476056449874,3.7585242807509784,rectangular_notch|rotated_rect|rotated_rect,rectangular_notch|rotated_rect|rotated_rect
current_candidate_reference,val,2,0.6563245823389021,1086.0,996.0,true,true,false,false,2.149331266522974,2.7928587622277745,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rotated_rect|rotated_rect
current_candidate_reference,val,19,0.6642494561276288,1030.0,1265.0,true,true,false,false,1.4190498662240412,1.4864567309183716,rotated_rect|rotated_rect|rotated_rect,rectangular_notch|rectangular_notch|rotated_rect
current_candidate_reference,val,9,0.6701612903225806,1092.0,979.0,true,true,false,false,1.2376924706032466,1.8271939037978542,rectangular_notch|rectangular_notch|rotated_rect,rectangular_notch|rotated_rect|rotated_rect
current_candidate_reference,val,1,0.7252918287937743,1021.0,1196.0,true,true,false,false,1.0839102033927108,1.9209450628038425,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rectangular_notch|rectangular_notch
