label,split,sample_index,mask_iou,pred_area,target_area,all_x_bins_correct,all_y_bins_correct,any_x_bin_wrong,any_y_bin_wrong,mean_center_grid_error,max_center_grid_error,type_sequence_true,type_sequence_pred
aux_center_bin_offset,val,18,0.33166144200626957,1100.0,1024.0,false,false,true,true,8.240392967445928,12.825318519743302,rotated_rect|rotated_rect|rotated_rect,rotated_rect|rotated_rect|rotated_rect
aux_center_bin_offset,val,5,0.3389189189189189,1227.0,1250.0,false,true,true,false,6.774973221895571,9.640799515113992,rectangular_notch|rectangular_notch|rotated_rect,rectangular_notch|rectangular_notch|rotated_rect
aux_center_bin_offset,val,11,0.3478810879190386,1128.0,1003.0,false,true,true,false,5.736500698126645,6.183703437018664,rectangular_notch|rotated_rect|rotated_rect,rectangular_notch|rectangular_notch|rectangular_notch
aux_center_bin_offset,val,8,0.3790931989924433,978.0,1212.0,false,true,true,false,5.943881695661527,9.420018809340776,rectangular_notch|rectangular_notch|rotated_rect,rectangular_notch|rectangular_notch|rotated_rect
aux_center_bin_offset,val,10,0.40309555854643336,1134.0,951.0,true,false,false,true,7.931593274154551,10.783479708065437,rectangular_notch|rotated_rect|rotated_rect,rectangular_notch|rotated_rect|rotated_rect
aux_center_bin_offset,val,3,0.4219081272084806,1034.0,978.0,false,true,true,false,4.51672458604372,5.796249960133209,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rectangular_notch|rectangular_notch
aux_center_bin_offset,val,12,0.42751677852348996,1035.0,1092.0,false,false,true,true,5.250563537846181,6.8089402422546845,rectangular_notch|rotated_rect|rotated_rect,rectangular_notch|rotated_rect|rotated_rect
aux_center_bin_offset,val,7,0.4797297297297297,1092.0,1098.0,false,true,true,false,4.4962639965749815,7.528626556582028,rectangular_notch|rectangular_notch|rotated_rect,rectangular_notch|rotated_rect|rotated_rect
aux_center_bin_offset,val,16,0.4892367906066536,1143.0,1140.0,true,true,false,false,3.395722952590518,4.0145032317178835,rotated_rect|rotated_rect|rotated_rect,rectangular_notch|rectangular_notch|rectangular_notch
aux_center_bin_offset,val,17,0.512372634643377,1008.0,1070.0,false,true,true,false,3.4686885475365177,5.025162739431584,rotated_rect|rotated_rect|rotated_rect,rectangular_notch|rectangular_notch|rotated_rect
aux_center_bin_offset,val,14,0.5146153846153846,996.0,973.0,true,true,false,false,3.653267979257017,4.557796287426417,rectangular_notch|rotated_rect|rotated_rect,rectangular_notch|rectangular_notch|rotated_rect
aux_center_bin_offset,val,4,0.5199203187250996,1117.0,1172.0,false,true,true,false,3.522295739981647,5.643865915829439,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rotated_rect|rotated_rect
aux_center_bin_offset,val,15,0.5429216867469879,988.0,1061.0,false,true,true,false,3.576799099914449,4.193392058380702,rotated_rect|rotated_rect|rotated_rect,rotated_rect|rotated_rect|rotated_rect
aux_center_bin_offset,val,9,0.6065830721003135,1071.0,979.0,true,true,false,false,1.6647442392790381,3.0250081155325206,rectangular_notch|rectangular_notch|rotated_rect,rotated_rect|rotated_rect|rotated_rect
aux_center_bin_offset,val,6,0.6259600614439325,1099.0,1018.0,true,true,false,false,2.204682361689498,2.645962219790366,rectangular_notch|rectangular_notch|rotated_rect,rectangular_notch|rectangular_notch|rotated_rect
aux_center_bin_offset,val,19,0.652050919377652,1071.0,1265.0,true,true,false,false,1.4604094367356453,1.7105822781112239,rotated_rect|rotated_rect|rotated_rect,rectangular_notch|rectangular_notch|rotated_rect
aux_center_bin_offset,val,13,0.6544991511035654,896.0,1053.0,true,false,false,true,2.7992051144302317,3.800189821504312,rectangular_notch|rotated_rect|rotated_rect,rectangular_notch|rotated_rect|rotated_rect
aux_center_bin_offset,val,1,0.6683785766691123,1078.0,1196.0,true,true,false,false,2.056606766612367,2.246424311224832,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rectangular_notch|rotated_rect
aux_center_bin_offset,val,0,0.6817063166529943,1046.0,1004.0,false,true,true,false,1.499813507504234,2.642055833872034,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rotated_rect|rotated_rect
aux_center_bin_offset,val,2,0.7349192863211554,1046.0,996.0,true,true,false,false,0.9675836712650966,1.7454274572476858,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rectangular_notch|rotated_rect
