run_id,seed,split,sample_index,component_slot,type_true,type_pred,type_correct,x_bin_true,x_bin_pred,x_bin_correct,y_bin_true,y_bin_pred,y_bin_correct,both_bins_correct,center_x_grid_error,center_y_grid_error,center_l2_grid_error,center_offset_error_l1,sample_mask_iou,oracle_gap
center_bin_offset_plus_grid_seed1,1,train,0,0,rectangular_notch,rectangular_notch,1,9,9,1,4,4,1,1,0.06129432140948597,0.04984267400226013,0.07900181003461218,0.006946062213234128,0.8273584905660377,-0.017656998028724336
center_bin_offset_plus_grid_seed1,1,train,0,1,rectangular_notch,rectangular_notch,1,12,12,1,8,8,1,1,0.5149684124770499,0.698883102064202,0.8681186878532307,0.07586571965882824,0.8273584905660377,-0.017656998028724336
center_bin_offset_plus_grid_seed1,1,train,0,2,rectangular_notch,rectangular_notch,1,15,15,1,4,4,1,1,0.5100554900628811,0.01735336884528478,0.5103506072824507,0.03296305368176035,0.8273584905660377,-0.017656998028724336
center_bin_offset_plus_grid_seed1,1,train,1,0,rectangular_notch,rectangular_notch,1,8,8,1,3,3,1,1,0.12669608978620372,0.0887088264608866,0.1546646535546551,0.013462807265443147,0.8421052631578947,0.010913109545517385
center_bin_offset_plus_grid_seed1,1,train,1,1,rectangular_notch,rectangular_notch,1,12,12,1,9,9,1,1,0.7343893067157765,0.4346997574277168,0.8533999841376814,0.07306806650896835,0.8421052631578947,0.010913109545517385
center_bin_offset_plus_grid_seed1,1,train,1,2,rectangular_notch,rectangular_notch,1,16,16,1,3,3,1,1,0.6076589013299101,0.01166111350047097,0.6077707807500656,0.038707500926898813,0.8421052631578947,0.010913109545517385
center_bin_offset_plus_grid_seed1,1,train,2,0,rectangular_notch,rectangular_notch,1,6,6,1,9,9,1,1,0.09989922623856126,0.15444809450465652,0.18394039605041235,0.015896707546451103,0.6669112252384446,0.01211027216704097
center_bin_offset_plus_grid_seed1,1,train,2,1,rectangular_notch,rectangular_notch,1,12,12,1,2,2,1,1,0.4786144372359817,0.566016941875598,0.7412468941054118,0.06528946119447371,0.6669112252384446,0.01211027216704097
center_bin_offset_plus_grid_seed1,1,train,2,2,rectangular_notch,rectangular_notch,1,18,18,1,9,9,1,1,0.6937299544452866,0.027134735743732805,0.6942604292184178,0.04505404313681369,0.6669112252384446,0.01211027216704097
center_bin_offset_plus_grid_seed1,1,train,3,0,rectangular_notch,rectangular_notch,1,9,9,1,4,4,1,1,0.3844922494402286,0.07616604150085245,0.39196371739934877,0.028791143183817567,0.7603383458646616,0.024087105227456163
center_bin_offset_plus_grid_seed1,1,train,3,1,rectangular_notch,rectangular_notch,1,12,12,1,8,8,1,1,0.5298803504250277,0.7563058455952819,0.9234563973724719,0.08038663725126935,0.7603383458646616,0.024087105227456163
center_bin_offset_plus_grid_seed1,1,train,3,2,rectangular_notch,rectangular_notch,1,16,16,1,4,4,1,1,0.2937577497681472,0.03401753568688488,0.29572082828751495,0.020485955340939513,0.7603383458646616,0.024087105227456163
center_bin_offset_plus_grid_seed1,1,train,4,0,rectangular_notch,rectangular_notch,1,7,7,1,3,3,1,1,0.27385296446501384,0.12271714205407669,0.3000915578622574,0.024785631657443158,0.7905759162303665,0.03862762359264238
center_bin_offset_plus_grid_seed1,1,train,4,1,rectangular_notch,rectangular_notch,1,12,12,1,9,9,1,1,0.44032792904681556,0.48516363524266265,0.6551888567890428,0.05784322276809242,0.7905759162303665,0.03862762359264238
center_bin_offset_plus_grid_seed1,1,train,4,2,rectangular_notch,rectangular_notch,1,16,16,1,3,3,1,1,0.6429926752409192,0.040826574880478715,0.6442875054119438,0.04273870313258736,0.7905759162303665,0.03862762359264238
center_bin_offset_plus_grid_seed1,1,train,5,0,rectangular_notch,rectangular_notch,1,6,6,1,9,9,1,1,0.1798612338646032,0.11834451261932803,0.21530324455150177,0.01863785915524572,0.642962962962963,-0.000951128643436383
