label,split,sample_index,mask_iou,pred_area,target_area,all_x_bins_correct,all_y_bins_correct,any_x_bin_wrong,any_y_bin_wrong,mean_center_grid_error,max_center_grid_error,type_sequence_true,type_sequence_pred
x_bin_weighted,val,11,0.3588607594936709,1144.0,1003.0,false,false,true,true,5.653690180239881,5.8648606482423125,rectangular_notch|rotated_rect|rotated_rect,rectangular_notch|rectangular_notch|rotated_rect
x_bin_weighted,val,12,0.3594405594405594,852.0,1092.0,false,false,true,true,7.711261429129917,10.455951347293826,rectangular_notch|rotated_rect|rotated_rect,rectangular_notch|rectangular_notch|rectangular_notch
x_bin_weighted,val,14,0.4318518518518519,960.0,973.0,true,true,false,false,4.5864537331001225,4.891602488655208,rectangular_notch|rotated_rect|rotated_rect,rectangular_notch|rotated_rect|rotated_rect
x_bin_weighted,val,18,0.4329896907216495,1061.0,1024.0,true,false,false,true,6.8058771116636505,8.874183137480593,rotated_rect|rotated_rect|rotated_rect,rotated_rect|rotated_rect|rotated_rect
x_bin_weighted,val,6,0.486013986013986,1107.0,1018.0,false,true,true,false,3.7468953026104868,5.360082436609021,rectangular_notch|rectangular_notch|rotated_rect,rectangular_notch|rectangular_notch|rotated_rect
x_bin_weighted,val,17,0.4868139700641482,1016.0,1070.0,false,true,true,false,4.267422745650941,4.310684398530419,rotated_rect|rotated_rect|rotated_rect,rectangular_notch|rectangular_notch|rotated_rect
x_bin_weighted,val,16,0.4939434724091521,1080.0,1140.0,true,false,false,true,3.231894939842532,4.356831747152277,rotated_rect|rotated_rect|rotated_rect,rectangular_notch|rectangular_notch|rotated_rect
x_bin_weighted,val,3,0.4978448275862069,1107.0,978.0,false,true,true,false,3.4062992014263376,4.18082990631399,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rectangular_notch|rectangular_notch
x_bin_weighted,val,15,0.5168792198049512,961.0,1061.0,false,true,true,false,3.6593594410476538,4.774318718300381,rotated_rect|rotated_rect|rotated_rect,rotated_rect|rotated_rect|rotated_rect
x_bin_weighted,val,0,0.5348148148148149,1068.0,1004.0,true,true,false,false,3.3873300652757443,4.718454669291826,rectangular_notch|rectangular_notch|rectangular_notch,rotated_rect|rotated_rect|rotated_rect
x_bin_weighted,val,8,0.5705035971223021,971.0,1212.0,false,true,true,false,2.974949382704675,3.835932746718958,rectangular_notch|rectangular_notch|rotated_rect,rectangular_notch|rotated_rect|rotated_rect
x_bin_weighted,val,5,0.5769712140175219,1270.0,1250.0,true,true,false,false,3.205533796672219,4.5501256199289974,rectangular_notch|rectangular_notch|rotated_rect,rotated_rect|rotated_rect|rotated_rect
x_bin_weighted,val,4,0.5839721254355401,1101.0,1172.0,false,true,true,false,2.6806696914546575,4.90321581073629,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rectangular_notch|rotated_rect
x_bin_weighted,val,7,0.5941921072226359,1043.0,1098.0,true,false,false,true,3.185411832049928,5.499150331322304,rectangular_notch|rectangular_notch|rotated_rect,rectangular_notch|rectangular_notch|rotated_rect
x_bin_weighted,val,9,0.6142050040355125,1021.0,979.0,true,true,false,false,2.0708991804186057,3.4515658046958277,rectangular_notch|rectangular_notch|rotated_rect,rectangular_notch|rotated_rect|rotated_rect
x_bin_weighted,val,19,0.630968622100955,1126.0,1265.0,true,true,false,false,1.2262627839254778,1.783181588280827,rotated_rect|rotated_rect|rotated_rect,rectangular_notch|rectangular_notch|rotated_rect
x_bin_weighted,val,10,0.6554338668913227,1014.0,951.0,false,false,true,true,2.039646172367742,3.541184727211089,rectangular_notch|rotated_rect|rotated_rect,rectangular_notch|rectangular_notch|rectangular_notch
x_bin_weighted,val,2,0.6758286176232822,1077.0,996.0,true,true,false,false,1.0885337978589182,1.6794597189095444,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rotated_rect|rotated_rect
x_bin_weighted,val,13,0.6973365617433414,1050.0,1053.0,true,true,false,false,2.0364332035020842,2.8601490782158328,rectangular_notch|rotated_rect|rotated_rect,rectangular_notch|rectangular_notch|rotated_rect
x_bin_weighted,val,1,0.7068062827225131,1086.0,1196.0,true,true,false,false,1.453132750857824,1.6258619400467065,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rectangular_notch|rectangular_notch
