label,split,sample_index,mask_iou,pred_area,target_area,all_x_bins_correct,all_y_bins_correct,any_x_bin_wrong,any_y_bin_wrong,mean_center_grid_error,max_center_grid_error,type_sequence_true,type_sequence_pred
x_bin_weighted,train,0,0.7421100090171325,968.0,964.0,true,false,false,true,1.7042309887507605,3.53031161182133,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rectangular_notch|rectangular_notch
x_bin_weighted,train,1,0.8666666666666667,1036.0,1092.0,true,true,false,false,0.4916061086699588,0.5661740616554515,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rectangular_notch|rectangular_notch
x_bin_weighted,train,2,0.6460966542750929,1086.0,1128.0,true,true,false,false,0.6026067384678802,0.9164065688139633,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rectangular_notch|rectangular_notch
x_bin_weighted,train,3,0.761994355597366,941.0,932.0,true,true,false,false,0.5831258755488683,0.980403667336933,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rectangular_notch|rectangular_notch
x_bin_weighted,train,4,0.8143872113676732,977.0,1066.0,true,true,false,false,0.5874792497149618,1.218716124245789,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rectangular_notch|rectangular_notch
x_bin_weighted,train,5,0.668918918918919,1119.0,1104.0,true,true,false,false,0.43129792738529754,0.5207423225990065,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rectangular_notch|rectangular_notch
x_bin_weighted,train,6,0.7497893850042123,1037.0,1040.0,true,true,false,false,1.3444317983452925,3.425944374744764,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rectangular_notch|rectangular_notch
x_bin_weighted,train,7,0.7676678445229682,971.0,1030.0,true,true,false,false,0.9725628453047568,1.3645688475428752,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rectangular_notch|rectangular_notch
x_bin_weighted,train,8,0.6275964391691394,1114.0,1080.0,true,true,false,false,0.5613295739992916,0.7573473757969164,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rectangular_notch|rectangular_notch
x_bin_weighted,train,9,0.6515650741350906,997.0,1008.0,true,true,false,false,2.1559292124822305,3.6130554804813713,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rectangular_notch|rectangular_notch
