label,split,sample_index,component_slot,type_true,type_pred,center_x_true,center_x_pred,center_y_true,center_y_pred,center_x_bin_true,center_x_bin_pred,center_y_bin_true,center_y_bin_pred,x_bin_correct,y_bin_correct,both_bins_correct,center_offset_x_error,center_offset_y_error,center_grid_error,rotation_true,rotation_pred,rotation_error,axis_x_true,axis_x_pred,axis_error,mask_iou,pred_area,target_area,mask_iou_bin,target_area_bin,rotation_bin
x_bin_weighted,train,0,0,rectangular_notch,rectangular_notch,-0.010499999858438969,-0.01010571327060461,-0.003000000026077032,-0.0028468642849475145,9,9,4,4,true,true,true,0.1225984886450355,0.09475274194177781,1.2395733852846513,0.0,-3.0695526599884033,3.069549560546875,0.004399999976158142,0.004681238904595375,0.0002856195787899196,0.7421100090171325,968.0,964.0,>=0.60,500-1000,<15deg
x_bin_weighted,train,0,1,rectangular_notch,rectangular_notch,0.0,-3.1403498724102974e-05,0.0044999998062849045,0.00521301943808794,12,12,8,9,true,false,false,-0.00976452560277992,-0.5588190929607098,3.53031161182133,0.0,1.7765588760375977,1.7765655517578125,0.004800000227987766,0.0048276870511472225,8.177809650078416e-05,0.7421100090171325,968.0,964.0,>=0.60,500-1000,<15deg
x_bin_weighted,train,0,2,rectangular_notch,rectangular_notch,0.010499999858438969,0.01043625921010971,-0.003000000026077032,-0.0029385986272245646,15,15,4,4,true,true,true,-0.019819358282875815,0.03799211638915426,0.34280796914630024,0.0,0.43866634368896484,0.43865966796875,0.005200000014156103,0.0051955534145236015,0.00011282472405582666,0.7421100090171325,968.0,964.0,>=0.60,500-1000,<15deg
x_bin_weighted,train,1,0,rectangular_notch,rectangular_notch,-0.013000000268220901,-0.012779125943779945,-0.004600000102072954,-0.00458657369017601,8,8,3,3,true,true,true,0.0686781117909352,0.008307592546923287,0.5534299815857548,0.0,-1.6328892707824707,1.6328887939453125,0.005200000014156103,0.00506820110604167,0.00014238075527828187,0.8666666666666667,1036.0,1092.0,>=0.60,1000-1500,<15deg
x_bin_weighted,train,1,1,rectangular_notch,rectangular_notch,0.0007999999797903001,0.001015509944409132,0.004999999888241291,0.004963206592947245,12,12,9,9,true,true,true,0.06701013112146115,-0.02276585197204764,0.5661740616554515,0.0,1.6604228019714355,1.6604156494140625,0.005200000014156103,0.00495500722900033,0.0002755102759692818,0.8666666666666667,1036.0,1092.0,>=0.60,1000-1500,<15deg
x_bin_weighted,train,1,2,rectangular_notch,rectangular_notch,0.014600000344216824,0.01457142736762762,-0.004600000102072954,-0.004529690835624933,16,16,3,3,true,true,true,-0.00888441010678731,0.043503859587099986,0.3552142827686699,0.0,-2.51424503326416,2.514251708984375,0.005200000014156103,0.005189876072108746,0.0003780401893891394,0.8666666666666667,1036.0,1092.0,>=0.60,1000-1500,<15deg
x_bin_weighted,train,2,0,rectangular_notch,rectangular_notch,-0.01979999989271164,-0.01974724605679512,0.004600000102072954,0.004664784297347069,6,6,9,9,true,true,true,0.016403146221931564,0.040085221721832986,0.3464922007980278,0.0,-1.782731294631958,1.7827301025390625,0.004000000189989805,0.004070393741130829,8.334765152540058e-05,0.6460966542750929,1086.0,1128.0,>=0.60,1000-1500,<15deg
x_bin_weighted,train,2,1,rectangular_notch,rectangular_notch,-0.0007999999797903001,-0.0006427140906453133,-0.00570000009611249,-0.005623375065624714,12,12,2,2,true,true,true,0.04890608224915549,0.047411738674046244,0.5449214457916494,0.0,-0.27294373512268066,0.27294921875,0.00559999980032444,0.005300316493958235,0.0003090528189204633,0.6460966542750929,1086.0,1128.0,>=0.60,1000-1500,<15deg
x_bin_weighted,train,2,2,rectangular_notch,rectangular_notch,0.018200000748038292,0.018482550978660583,0.004600000102072954,0.004718799609690905,18,18,9,9,true,true,true,0.08785546429784141,0.07350719698162073,0.9164065688139633,0.0,-0.8680088520050049,0.868011474609375,0.005200000014156103,0.00516081927344203,4.5519900595536456e-05,0.6460966542750929,1086.0,1128.0,>=0.60,1000-1500,<15deg
x_bin_weighted,train,3,0,rectangular_notch,rectangular_notch,-0.00930000003427267,-0.009233349934220314,-0.003100000089034438,-0.0030630077235400677,9,9,4,4,true,true,true,0.020724015948247514,0.022889026661251338,0.24701642096316653,0.0,-2.2547831535339355,2.2547760009765625,0.004800000227987766,0.004749510902911425,0.00011879386147484183,0.761994355597366,941.0,932.0,>=0.60,500-1000,<15deg
x_bin_weighted,train,3,1,rectangular_notch,rectangular_notch,0.0012000000569969416,0.0013268057955428958,0.004399999976158142,0.0044840131886303425,12,12,8,8,true,true,true,0.0394286602104319,0.05198317637908856,0.5219575383465055,0.0,1.4040613174438477,1.4040679931640625,0.004000000189989805,0.004003912676125765,0.00018187677778769284,0.761994355597366,941.0,932.0,>=0.60,500-1000,<15deg
x_bin_weighted,train,3,2,rectangular_notch,rectangular_notch,0.011699999682605267,0.01207688543945551,-0.003100000089034438,-0.003042052034288645,16,16,4,4,true,true,true,0.11718791763997638,0.03585535967538939,0.980403667336933,0.0,-2.2361879348754883,2.2361907958984375,0.005200000014156103,0.005201098043471575,2.55525519605726e-05,0.761994355597366,941.0,932.0,>=0.60,500-1000,<15deg
x_bin_weighted,train,4,0,rectangular_notch,rectangular_notch,-0.014999999664723873,-0.015477016568183899,-0.004699999932199717,-0.004643833264708519,7,7,3,3,true,true,true,-0.1483224467348668,0.034753126286971414,1.218716124245789,0.0,-1.2926746606826782,1.2926788330078125,0.00559999980032444,0.005586320534348488,0.000318463979056105,0.8143872113676732,977.0,1066.0,>=0.60,1000-1500,<15deg
x_bin_weighted,train,4,1,rectangular_notch,rectangular_notch,-0.0012000000569969416,-0.0011022581020370126,0.004900000058114529,0.004932305309921503,12,12,9,9,true,true,true,0.030391639799658976,0.01998887500235158,0.2910072871743913,0.0,0.37243103981018066,0.3724365234375,0.004399999976158142,0.004519511945545673,0.0001592344488017261,0.8143872113676732,977.0,1066.0,>=0.60,1000-1500,<15deg
x_bin_weighted,train,4,2,rectangular_notch,rectangular_notch,0.012600000016391277,0.012670456431806087,-0.004699999932199717,-0.00466321874409914,16,16,3,3,true,true,true,0.021907542157714274,0.022758360645920628,0.25271433772470514,0.0,-0.11275696754455566,0.112762451171875,0.005200000014156103,0.005188971757888794,0.00023993643117137253,0.8143872113676732,977.0,1066.0,>=0.60,1000-1500,<15deg
x_bin_weighted,train,5,0,rectangular_notch,rectangular_notch,-0.01899999938905239,-0.01887713186442852,0.004800000227987766,0.004832024686038494,6,6,9,9,true,true,true,0.03820412179166352,0.019815133861790568,0.34429703007331924,0.0,0.9023196697235107,0.902313232421875,0.004399999976158142,0.00449795788154006,9.799696272239089e-05,0.668918918918919,1119.0,1104.0,>=0.60,1000-1500,<15deg
x_bin_weighted,train,5,1,rectangular_notch,rectangular_notch,0.0,0.0001497496123192832,-0.005499999970197678,-0.0054570697247982025,12,12,2,2,true,true,true,0.04656277112128615,0.02656308993465656,0.42885442948356683,0.0,2.287731647491455,2.2877349853515625,0.004800000227987766,0.004865898750722408,6.629693962167948e-05,0.668918918918919,1119.0,1104.0,>=0.60,1000-1500,<15deg
x_bin_weighted,train,5,2,rectangular_notch,rectangular_notch,0.01899999938905239,0.019123388454318047,0.004800000227987766,0.004884984809905291,18,18,9,9,true,true,true,0.038366288338593124,0.05258421123681689,0.5207423225990065,0.0,-0.2973031997680664,0.29730224609375,0.005200000014156103,0.005198629107326269,8.900634566089138e-05,0.668918918918919,1119.0,1104.0,>=0.60,1000-1500,<15deg
x_bin_weighted,train,6,0,rectangular_notch,rectangular_notch,-0.009700000286102295,-0.009501089341938496,-0.00279999990016222,-0.0027868247125297785,9,9,4,4,true,true,true,0.06184887308336137,0.008152147529787886,0.49907053520105443,0.0,-0.39682865142822266,0.3968353271484375,0.005200000014156103,0.005575758870691061,0.0003850951907224953,0.7497893850042123,1037.0,1040.0,>=0.60,1000-1500,<15deg
x_bin_weighted,train,6,1,rectangular_notch,rectangular_notch,0.0007999999797903001,0.0009051352390088141,0.004699999932199717,0.005390090402215719,12,12,9,9,true,true,true,0.032690495393946195,0.4269934878664498,3.425944374744764,0.0,3.4057607650756836,3.40576171875,0.005200000014156103,0.004521515686064959,0.000684479542542249,0.7497893850042123,1037.0,1040.0,>=0.60,1000-1500,<15deg
x_bin_weighted,train,6,2,rectangular_notch,rectangular_notch,0.011300000362098217,0.011343060061335564,-0.00279999990016222,-0.0028032062109559774,15,15,4,4,true,true,true,0.013388875530877142,-0.0019839048479811452,0.10828048509005912,0.0,-0.5301215648651123,0.530120849609375,0.005200000014156103,0.005196246784180403,0.00022320951393339783,0.7497893850042123,1037.0,1040.0,>=0.60,1000-1500,<15deg
x_bin_weighted,train,7,0,rectangular_notch,rectangular_notch,-0.014600000344216824,-0.015140358358621597,-0.004999999888241291,-0.004952478222548962,7,7,3,3,true,true,true,-0.16801757385946978,0.029404031304360145,1.3645688475428752,0.0,-4.533726215362549,4.533721923828125,0.004000000189989805,0.004111944232136011,0.0004324207257013768,0.7676678445229682,971.0,1030.0,>=0.60,1000-1500,<15deg
x_bin_weighted,train,7,1,rectangular_notch,rectangular_notch,-0.0007999999797903001,-0.0005458701634779572,0.004600000102072954,0.004702285397797823,12,12,9,9,true,true,true,0.07901849152582005,0.06328902814438259,0.8099154755494543,0.0,-1.0189729928970337,1.0189666748046875,0.00559999980032444,0.005424295552074909,0.00017732901324052364,0.7676678445229682,971.0,1030.0,>=0.60,1000-1500,<15deg
