run,split,sample_index,component_slot,hard_case_type,presence_true,presence_pred,polygon_iou,zero_iou,x_bin_true,x_bin_pred,y_bin_true,y_bin_pred,x_bin_error,y_bin_error,x_bin_abs_error,y_bin_abs_error,both_bins_correct,center_offset_x_true,center_offset_x_pred,center_offset_y_true,center_offset_y_pred,center_offset_mae,hard_center_x_error_grid,hard_center_y_error_grid,hard_center_l2_error_grid,soft_center_x_error_grid,soft_center_y_error_grid,soft_center_l2_error_grid,center_x_bin_prob_top1,center_x_bin_prob_top2,center_x_bin_prob_margin,center_y_bin_prob_top1,center_y_bin_prob_top2,center_y_bin_prob_margin,local_vertex_mae_grid,decoded_vertex_mae,signed_area_flip
soft_decoded_center_consistency,train,0,0,bins_correct_center_or_offset_bad,1.0,1.0,1.0,0,7,7,5,5,0,0,0,0,1,0.3772219717502594,0.37827280163764954,0.4606253206729889,0.4628731608390808,0.0016493350267410278,0.008407177027950562,0.01798264058013983,0.019850843503836087,0.008504476954975616,0.017819560169828365,0.01974494499672878,0.9999754428863525,1.0307693628419656e-05,0.9999651312828064,0.9999836683273315,1.2579061149153858e-05,0.9999710917472839,0.006634414196014404,3.956844466301845e-06,0
soft_decoded_center_consistency,train,0,1,bins_correct_center_or_offset_bad,0.0,0.0,1.0,0,0,17,0,7,17,7,17,7,0,0.0,0.04435452073812485,0.0,-0.14421346783638,0.09428399801254272,40.8548354588734,9.346291599010627,41.91027018554469,16.746392373539052,8.99315624126162,19.00838017055293,0.5996654033660889,0.3071420192718506,0.2925233840942383,0.9817346930503845,0.013901600614190102,0.9678331017494202,0.0,0.0,0
soft_decoded_center_consistency,train,0,2,bins_correct_center_or_offset_bad,0.0,0.0,1.0,0,0,6,0,6,6,6,6,6,0,0.0,0.33325543999671936,0.0,-0.06202659755945206,0.1976410150527954,-44.83395304120189,2.003788017940574,44.87870889098235,-44.82316664929168,2.004608894422866,44.867969926104,0.999601423740387,5.73138750041835e-05,0.999544084072113,0.9992198944091797,0.00013600991223938763,0.9990838766098022,0.0,0.0,0
soft_decoded_center_consistency,train,1,0,bins_correct_center_or_offset_bad,1.0,1.0,1.0,0,14,14,6,6,0,0,0,0,1,0.3772222697734833,0.37739089131355286,-0.14750008285045624,-0.1455087661743164,0.0010799691081047058,0.0013482989887757585,0.015930593438376134,0.015987548825944723,0.0011907657735923366,0.015877289770694823,0.015921879712840738,0.9999828338623047,4.930872819386423e-06,0.9999778866767883,0.9999891519546509,8.670908755448181e-06,0.9999805092811584,0.010762721300125122,4.962703314959072e-06,0
soft_decoded_center_consistency,train,1,1,bins_correct_center_or_offset_bad,0.0,0.0,1.0,0,0,19,0,3,19,3,19,3,0,0.0,-0.15475618839263916,0.0,0.12181506305932999,0.13828562200069427,55.26194298687609,-20.525480233631416,58.950637668357224,52.62873359511647,-19.781095955101602,56.22344134798828,0.9379048943519592,0.022068113088607788,0.9158368110656738,0.9776000380516052,0.013121753931045532,0.9644782543182373,0.0,0.0,0
soft_decoded_center_consistency,train,1,2,bins_correct_center_or_offset_bad,0.0,0.0,1.0,0,0,6,0,6,6,6,6,6,0,0.0,-0.05024028196930885,0.0,-0.13306576013565063,0.0916530191898346,-47.901921673558746,1.4354746857280583,47.92342524896486,-47.4951987119343,1.4350617983994782,47.516873877090774,0.9903876185417175,0.001601363648660481,0.9887862801551819,0.9954801797866821,0.0008530003251507878,0.9946271777153015,0.0,0.0,0
soft_decoded_center_consistency,train,2,0,bins_correct_center_or_offset_bad,1.0,1.0,0.967391304347826,0,3,3,3,3,0,0,0,0,1,0.37722140550613403,0.37801820039749146,-0.2825002074241638,-0.2797716557979584,0.001762673258781433,0.006375461885070253,0.021828572235329642,0.022740560241141548,0.0069175614784955574,0.021893112892414038,0.022959987999316363,0.9999865293502808,4.8538472583459225e-06,0.999981701374054,0.9999940395355225,3.930075308744563e-06,0.9999901056289673,0.004483625292778015,3.931054379791021e-06,0
soft_decoded_center_consistency,train,2,1,bins_correct_center_or_offset_bad,0.0,0.0,0.967391304347826,0,0,11,0,5,11,5,11,5,0,0.0,-0.3099520802497864,0.0,0.5404402017593384,0.4251961410045624,-9.97961566528825,-1.1764810964305128,10.048723132673373,-9.937068955531617,-1.1764810964305128,10.006470266644905,0.9984069466590881,0.00113532820250839,0.9972715973854065,1.0,3.619254229647595e-08,0.9999999403953552,0.0,0.0,0
soft_decoded_center_consistency,train,2,2,bins_correct_center_or_offset_bad,0.0,0.0,0.967391304347826,0,0,6,0,6,6,6,6,6,0,0.0,0.37610724568367004,0.0,0.21002700924873352,0.2930671274662018,-44.49114223164332,4.180216819151172,44.68708929580702,-44.435380106798256,4.191893203652713,44.63266711576255,0.9971410036087036,0.0004346490022726357,0.9967063665390015,0.9987077713012695,0.0003810232738032937,0.9983267188072205,0.0,0.0,0
soft_decoded_center_consistency,train,3,0,bins_correct_center_or_offset_bad,1.0,1.0,0.989247311827957,0,10,10,3,3,0,0,0,0,1,0.37722212076187134,0.37803253531455994,0.10937508940696716,0.11147018522024155,0.001452755182981491,0.006483186804276563,0.016759825630737257,0.01797007140530786,0.006399786866826516,0.01737757191997362,0.018518565759114845,0.9999781847000122,9.688585123512894e-06,0.9999684691429138,0.9999616146087646,3.642309457063675e-05,0.9999251961708069,0.010457783937454224,4.896141035715118e-06,0
soft_decoded_center_consistency,train,3,1,bins_correct_center_or_offset_bad,0.0,0.0,0.989247311827957,0,0,19,0,3,19,3,19,3,0,0.0,-0.3210733234882355,0.0,-0.08305094391107559,0.20206212997436523,53.93140355144734,-22.16440723944483,58.3082947555922,53.860291204781596,-15.177272583863596,55.95784638233294,0.9990831613540649,0.0006857563275843859,0.9983974099159241,0.7815961241722107,0.21830853819847107,0.563287615776062,0.0,0.0,0
soft_decoded_center_consistency,train,3,2,bins_correct_center_or_offset_bad,0.0,0.0,0.989247311827957,0,0,6,0,6,6,6,6,6,0,0.0,0.4640960991382599,0.0,-0.26619839668273926,0.3651472330093384,-43.787228226245496,0.3704136695959193,43.788794936877785,-43.72121254242393,0.4203995441239838,43.72323366308245,0.996522068977356,0.000773758627474308,0.9957482814788818,0.9940328001976013,0.0012851017527282238,0.9927477240562439,0.0,0.0,0
soft_decoded_center_consistency,train,4,0,bins_correct_center_or_offset_bad,1.0,1.0,1.0,0,17,17,4,4,0,0,0,0,1,0.3772219717502594,0.3768537640571594,-0.4987497329711914,-0.49616673588752747,0.001475602388381958,-0.0029467977899016577,0.020664535384343215,0.0208735871345905,-0.003062631036360056,0.020655315290474013,0.020881134035625686,0.9999905824661255,3.930211732949829e-06,0.9999866485595703,0.9999927282333374,5.084012173028896e-06,0.9999876618385315,0.011632323265075684,5.8193691074848175e-06,0
soft_decoded_center_consistency,train,4,1,bins_correct_center_or_offset_bad,0.0,0.0,1.0,0,0,19,0,3,19,3,19,3,0,0.0,-0.23452988266944885,0.0,0.2801496088504791,0.257339745759964,54.62375276551876,-19.258802992669594,57.91939104392395,54.58800199233184,-19.250947472693035,57.88306263589731,0.9981973767280579,0.0015457610134035349,0.9966515898704529,0.9995083808898926,0.0004884311929345131,0.9990199208259583,0.0,0.0,0
soft_decoded_center_consistency,train,4,2,bins_correct_center_or_offset_bad,0.0,0.0,1.0,0,0,6,0,6,6,6,6,6,0,0.0,-0.10702350735664368,0.0,-0.6958009004592896,0.4014121890068054,-48.356187232859575,-3.066406141389275,48.4533145442427,-40.52665207167761,-2.5754773451488835,40.60840567781732,0.7682627439498901,0.023840809240937233,0.7444219589233398,0.8766328692436218,0.0294928178191185,0.8471400737762451,0.0,0.0,0
soft_decoded_center_consistency,train,5,0,bins_correct_center_or_offset_bad,1.0,1.0,1.0,0,6,6,4,4,0,0,0,0,1,0.3772219717502594,0.3776293098926544,-0.10687486082315445,-0.10442496836185455,0.0014286153018474579,0.0032572308904101656,0.01959961454245068,0.019868428304374918,0.003294297529276853,0.019539683932300884,0.019815439545607282,0.9999810457229614,9.612793292035349e-06,0.9999714493751526,0.9999918937683105,7.900095624790993e-06,0.9999839663505554,0.0051314085721969604,3.511086106300354e-06,0
soft_decoded_center_consistency,train,5,1,bins_correct_center_or_offset_bad,0.0,0.0,1.0,0,0,11,0,5,11,5,11,5,0,0.0,-0.3449515402317047,0.0,0.39556536078453064,0.3702584505081177,-10.259611263624885,-2.33547974237329,10.522076264109408,-1.0605729691536065,-2.33547974237329,2.5650108479176663,0.8066731691360474,0.19225089251995087,0.6144222617149353,1.0,3.466626430359554e-10,1.0,0.0,0.0,0
soft_decoded_center_consistency,train,5,2,bins_correct_center_or_offset_bad,0.0,0.0,1.0,0,0,6,0,6,6,6,6,6,0,0.0,0.445132851600647,0.0,-0.025469936430454254,0.23530139029026031,-43.938937345796994,2.2962413278894442,43.9988970238321,-41.66193835354623,2.286991556843103,41.72466222458557,0.9310687184333801,0.01500781811773777,0.9160609245300293,0.9863091707229614,0.0023708920925855637,0.9839382767677307,0.0,0.0,0
soft_decoded_center_consistency,train,6,0,bins_correct_center_or_offset_bad,1.0,1.0,0.8625,0,6,6,3,3,0,0,0,0,1,-0.48270899057388306,-0.48154065012931824,0.31150001287460327,0.3137226700782776,0.0016954988241195679,0.00934542632426359,0.017780951026751094,0.020087289827101108,0.009771692671230497,0.017919252434789087,0.02041042835127853,0.9999864101409912,4.9974337343883235e-06,0.9999814033508301,0.9999781847000122,1.820515353756491e-05,0.9999600052833557,0.003204047679901123,3.73504008166492e-06,0
soft_decoded_center_consistency,train,6,1,bins_correct_center_or_offset_bad,0.0,0.0,0.8625,0,0,17,0,5,17,5,17,5,0,0.0,-0.19381701946258545,0.0,0.42214053869247437,0.3079787790775299,38.94946658790006,-2.1228784960182883,39.007275739159226,37.95057858706606,-2.1227857188237294,38.00990179283708,0.9822069406509399,0.008378265425562859,0.9738286733627319,0.9999946355819702,4.40640042143059e-06,0.9999902248382568,0.0,0.0,0
soft_decoded_center_consistency,train,6,2,bins_correct_center_or_offset_bad,0.0,0.0,0.8625,0,0,6,0,6,6,6,6,6,0,0.0,0.2290959507226944,0.0,-0.14150840044021606,0.18530216813087463,-45.667229616244455,1.3679336084090714,45.68771282500153,-42.79296197194519,1.41181866207506,42.81624488750655,0.9011485576629639,0.01138359121978283,0.8897649645805359,0.9443833827972412,0.010033819824457169,0.934349536895752,0.0,0.0,0
soft_decoded_center_consistency,train,7,0,both_bins_wrong_like,1.0,1.0,0.975609756097561,0,15,15,4,4,0,0,0,0,1,-0.45972245931625366,-0.4594652056694031,0.3525000214576721,0.3545462191104889,0.0011517256498336792,0.0020571984571011574,0.01636912415302993,0.016497887471710045,0.0009753159351797153,0.016273465679136987,0.016302666235418824,0.9999802112579346,1.0675908015400637e-05,0.9999695420265198,0.9999715089797974,1.928557139763143e-05,0.9999521970748901,0.002101302146911621,2.2633321350440383e-06,0
soft_decoded_center_consistency,train,7,1,both_bins_wrong_like,1.0,1.0,0.975609756097561,0,17,17,5,5,0,0,0,0,1,-0.46972236037254333,-0.4700024425983429,0.21875032782554626,0.2184348702430725,0.0002977699041366577,-0.0022402149865054267,-0.0025237125687599306,0.003374564907581473,-0.0024672481495638878,-0.002499509822353282,0.003512102331021544,0.9999947547912598,2.7044334274251014e-06,0.9999920725822449,0.9999959468841553,2.1634996301145293e-06,0.9999938011169434,0.0005496293306350708,6.828740879427642e-07,0
