run,split,sample_index,component_slot,failure_label,mask_iou,pred_area,target_area,area_diff,area_rel_abs,all_x_bins_correct,all_y_bins_correct,any_x_bin_wrong,any_y_bin_wrong,mean_center_grid_error,max_center_grid_error,type_sequence_true,type_sequence_pred,delta_mask_iou_vs_reference,delta_center_grid_error_vs_reference,delta_pred_area_vs_reference
current_candidate_reference,test,0,all,x_bin_wrong,0.5089940039973351,1161.0,1104.0,57.000000,0.051630,false,true,true,false,3.208589894458454,5.861133053177846,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rectangular_notch|rotated_rect,0.000000,0.000000,0.000000
current_candidate_reference,test,4,all,both_bins_wrong,0.4875,1134.0,1008.0,126.000000,0.125000,false,false,true,true,4.431268641378538,5.821475006660768,rectangular_notch|rectangular_notch|rectangular_notch,rotated_rect|rotated_rect|rotated_rect,0.000000,0.000000,0.000000
current_candidate_reference,test,5,all,x_bin_wrong,0.4671232876712329,1084.0,1058.0,26.000000,0.024575,false,true,true,false,4.156142957685934,4.229502338042993,rectangular_notch|rectangular_notch|rotated_rect,rectangular_notch|rectangular_notch|rotated_rect,0.000000,0.000000,0.000000
current_candidate_reference,test,6,all,bins_correct_center_or_offset_bad,0.5068002863278454,1095.0,1010.0,85.000000,0.084158,true,true,false,false,3.660544323360997,4.484056643657214,rectangular_notch|rectangular_notch|rotated_rect,rectangular_notch|rotated_rect|rotated_rect,0.000000,0.000000,0.000000
current_candidate_reference,test,7,all,x_bin_wrong,0.5513333333333333,1047.0,1280.0,-233.000000,0.182031,false,true,true,false,2.463720759838393,4.847449024917082,rectangular_notch|rectangular_notch|rotated_rect,rectangular_notch|rectangular_notch|rotated_rect,0.000000,0.000000,0.000000
current_candidate_reference,test,8,all,bins_correct_center_or_offset_bad,0.5142065142065142,1126.0,1059.0,67.000000,0.063267,true,true,false,false,3.6814220695375464,4.172979510596023,rectangular_notch|rectangular_notch|rotated_rect,rotated_rect|rotated_rect|rotated_rect,0.000000,0.000000,0.000000
current_candidate_reference,test,9,all,geometry_or_type_interaction,0.5085122131754256,1063.0,975.0,88.000000,0.090256,true,true,false,false,2.9217799142106458,3.2316543582009722,rectangular_notch|rectangular_notch|rotated_rect,rectangular_notch|rectangular_notch|rotated_rect,0.000000,0.000000,0.000000
current_candidate_reference,test,11,all,x_bin_wrong,0.5044490075290896,1035.0,1163.0,-128.000000,0.110060,false,true,true,false,4.179948984353319,6.328368778991953,rectangular_notch|rotated_rect|rotated_rect,rectangular_notch|rectangular_notch|rectangular_notch,0.000000,0.000000,0.000000
current_candidate_reference,test,16,all,x_bin_wrong,0.593944099378882,1060.0,993.0,67.000000,0.067472,false,true,true,false,2.1393706977551026,4.060371277540235,rotated_rect|rotated_rect|rotated_rect,rotated_rect|rotated_rect|rotated_rect,0.000000,0.000000,0.000000
current_candidate_reference,test,18,all,bins_correct_center_or_offset_bad,0.5568904593639576,1035.0,1168.0,-133.000000,0.113870,true,true,false,false,3.1495260555435323,3.9600491397992217,rotated_rect|rotated_rect|rotated_rect,rectangular_notch|rotated_rect|rotated_rect,0.000000,0.000000,0.000000
current_candidate_reference,val,0,all,x_bin_wrong,0.4357142857142857,1006.0,1004.0,2.000000,0.001992,false,true,true,false,4.507149278356446,7.554158340161543,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rotated_rect|rotated_rect,0.000000,0.000000,0.000000
current_candidate_reference,val,3,all,x_bin_wrong,0.49772036474164133,993.0,978.0,15.000000,0.015337,false,true,true,false,3.727690195876432,5.029975934212418,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rectangular_notch|rectangular_notch,0.000000,0.000000,0.000000
current_candidate_reference,val,5,all,x_bin_wrong,0.41836141778036023,1191.0,1250.0,-59.000000,0.047200,false,true,true,false,5.166165747085583,6.788209312465408,rectangular_notch|rectangular_notch|rotated_rect,rectangular_notch|rectangular_notch|rotated_rect,0.000000,0.000000,0.000000
