label,split,sample_index,mask_iou,pred_area,target_area,all_x_bins_correct,all_y_bins_correct,any_x_bin_wrong,any_y_bin_wrong,mean_center_grid_error,max_center_grid_error,type_sequence_true,type_sequence_pred
aux_center_bin_offset_xweighted,train,0,0.7434094903339191,1020.0,964.0,true,true,false,false,1.8287951511264449,2.7424595404011693,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rectangular_notch|rectangular_notch
aux_center_bin_offset_xweighted,train,1,0.8252853380158033,987.0,1092.0,true,true,false,false,0.6237960665882121,1.4852926516764127,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rectangular_notch|rectangular_notch
aux_center_bin_offset_xweighted,train,2,0.6531961792799412,1122.0,1128.0,true,true,false,false,0.5065897160231909,0.5722272935102958,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rectangular_notch|rectangular_notch
aux_center_bin_offset_xweighted,train,3,0.7953443258971872,919.0,932.0,true,true,false,false,0.33123462490637684,0.4424531624399921,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rectangular_notch|rectangular_notch
aux_center_bin_offset_xweighted,train,4,0.8380782918149466,1000.0,1066.0,true,true,false,false,0.48950602269261556,0.6201469868017662,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rectangular_notch|rectangular_notch
aux_center_bin_offset_xweighted,train,5,0.652971386647102,1149.0,1104.0,true,true,false,false,0.2897426330237336,0.3939638715684697,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rectangular_notch|rectangular_notch
aux_center_bin_offset_xweighted,train,6,0.8329004329004329,1077.0,1040.0,true,true,false,false,1.031377050361286,1.8211344149666384,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rectangular_notch|rectangular_notch
aux_center_bin_offset_xweighted,train,7,0.7755834829443446,948.0,1030.0,true,true,false,false,0.3032355192797864,0.4794947736232238,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rectangular_notch|rectangular_notch
aux_center_bin_offset_xweighted,train,8,0.6142433234421365,1096.0,1080.0,true,true,false,false,0.3448886197208642,0.42176275321297285,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rectangular_notch|rectangular_notch
aux_center_bin_offset_xweighted,train,9,0.769298245614035,1009.0,1008.0,true,true,false,false,0.3081433963272322,0.3974549269878927,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rectangular_notch|rectangular_notch
aux_center_bin_offset_xweighted,train,10,0.7594381035996488,1000.0,1004.0,true,true,false,false,0.4093494545005081,0.6642891223097411,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rectangular_notch|rectangular_notch
aux_center_bin_offset_xweighted,train,11,0.7376093294460642,1188.0,1196.0,true,true,false,false,0.34884731797537566,0.4112728198006756,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rectangular_notch|rectangular_notch
aux_center_bin_offset_xweighted,train,12,0.8272642390289449,961.0,996.0,true,true,false,false,0.8185561989077478,1.4142230960816318,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rectangular_notch|rectangular_notch
aux_center_bin_offset_xweighted,train,13,0.7577981651376147,938.0,978.0,true,true,false,false,0.33079593464610046,0.37703200524711644,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rectangular_notch|rectangular_notch
aux_center_bin_offset_xweighted,train,14,0.6967509025270758,1178.0,1172.0,true,true,false,false,0.9151640017925251,1.9733236714269247,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rectangular_notch|rectangular_notch
aux_center_bin_offset_xweighted,train,15,0.779491833030853,997.0,964.0,true,true,false,false,1.706598623270393,3.1495068210794854,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rectangular_notch|rectangular_notch
aux_center_bin_offset_xweighted,train,16,0.8630377524143986,1030.0,1092.0,true,true,false,false,0.5472008207240598,0.9143234227591779,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rectangular_notch|rectangular_notch
aux_center_bin_offset_xweighted,train,17,0.7013574660633484,1128.0,1128.0,true,true,false,false,0.34535047242472516,0.47366554159319224,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rectangular_notch|rectangular_notch
aux_center_bin_offset_xweighted,train,18,0.7807692307692308,920.0,932.0,true,true,false,false,0.3140350447839676,0.4292952171901124,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rectangular_notch|rectangular_notch
aux_center_bin_offset_xweighted,train,19,0.8375545851528384,1038.0,1066.0,true,true,false,false,0.27124944343736407,0.4214490826268128,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rectangular_notch|rectangular_notch
aux_center_bin_offset_xweighted,train,20,0.6738805970149254,1139.0,1104.0,true,true,false,false,0.44999541925381514,0.6028158561765428,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rectangular_notch|rectangular_notch
