label,sample_index,component_slot,vertex_index,pred_x,pred_y,true_x,true_y,dx_norm,dy_norm,dx_cells,dy_cells,l2_cells
longer_train30_train,0,0,0,-0.035152364522218704,-0.0021364986896514893,-0.035112664103507996,-0.0022136711049824953,-3.970041871070862e-05,7.717241533100605e-05,-0.09875479375022934,0.38200346442692273,0.39456198007768256
longer_train30_train,0,0,1,-0.03508179634809494,-0.000975320115685463,-0.035142138600349426,-0.0009470526711083949,6.0342252254486084e-05,-2.826744457706809e-05,0.1501013558380609,-0.1399238537840289,0.20520502401792817
longer_train30_train,0,0,2,-0.022586368024349213,-0.0008322261273860931,-0.022698169574141502,-0.0009063288453035057,0.00011180154979228973,7.410271791741252e-05,0.2781063613244823,0.36680846189,0.4603168429715027
longer_train30_train,0,0,3,-0.02262198179960251,-0.0022256760857999325,-0.022668693214654922,-0.002172947395592928,4.671141505241394e-05,-5.272869020700455e-05,0.11619464754003243,-0.2610070223586341,0.2857024008255319
longer_train30_train,1,0,0,-0.01305629312992096,-0.0016716467216610909,-0.01304254587739706,-0.00171999994199723,-1.3747252523899078e-05,4.83532203361392e-05,-0.034196291417545634,0.23934844601374372,0.24177895887754108
longer_train30_train,1,0,1,-0.013000695034861565,-0.00037428922951221466,-0.01304254587739706,-0.0003600000054575503,4.185084253549576e-05,-1.4289224054664373e-05,0.10410397313395083,-0.07073166065156447,0.1258594654398406
longer_train30_train,1,0,2,-3.5762786865234375e-06,-0.00032714009284973145,-6.476828275481239e-05,-0.0003600000054575503,6.119200406828895e-05,3.285991260781884e-05,0.15221511352214168,0.16265657104436096,0.22277028726575662
longer_train30_train,1,0,3,-1.2530945241451263e-05,-0.0017664013430476189,-6.476828275481239e-05,-0.00171999994199723,5.2237337513361126e-05,-4.640140105038881e-05,0.1299403799688796,-0.22968694033332782,0.2638950414580435
longer_train30_train,2,0,0,0.009337587282061577,-0.0011898297816514969,0.009364154189825058,-0.0012466666521504521,-2.656690776348114e-05,5.683687049895525e-05,-0.06608518453877832,0.28134251525832377,0.28899976212343936
longer_train30_train,2,0,1,0.009464193135499954,0.00021877791732549667,0.009364154189825058,0.00020666666387114674,0.00010003894567489624,1.2111253454349935e-05,0.24884688292846568,0.05995070593903488,0.25596651789990454
longer_train30_train,2,0,2,0.022990955039858818,0.00025733187794685364,0.022875264286994934,0.00020666666387114674,0.00011569075286388397,5.06652140757069e-05,0.2877807541813125,0.2507928152804054,0.3817260780631008
longer_train30_train,2,0,3,0.022950343787670135,-0.0013453694991767406,0.022875264286994934,-0.0012466666521504521,7.507950067520142e-05,-9.870284702628851e-05,0.18676026210398067,-0.4885791037007221,0.5230572971235069
longer_train30_train,3,0,0,-0.026442281901836395,-0.0005340287461876869,-0.026440201327204704,-0.0006333333440124989,-2.080574631690979e-06,9.930459782481194e-05,-0.005175429512011174,0.4915577702199914,0.4915850145542312
longer_train30_train,3,0,1,-0.026390962302684784,0.000620674341917038,-0.026440201327204704,0.0006333333440124989,4.923902451992035e-05,-1.2659002095460892e-05,0.12248207623098961,-0.06266206177313764,0.13758049637762784
longer_train30_train,3,0,2,-0.012295524589717388,0.0006950031965970993,-0.01239575631916523,0.0006333333440124989,0.00010023172944784164,6.166985258460045e-05,0.24932643257438614,0.30526577711699404,0.3941457403792564
longer_train30_train,3,0,3,-0.012316943146288395,-0.0006768186576664448,-0.01239575631916523,-0.0006333333440124989,7.881317287683487e-05,-4.348531365394592e-05,0.1960477719131359,-0.21525230739829632,0.29114993510628784
longer_train30_train,4,0,0,-0.0029603317379951477,-0.00014567747712135315,-0.002934239571914077,-0.00020061871327925473,-2.60921660810709e-05,5.4941236157901585e-05,-0.06490426457738722,0.271959125060373,0.2795967261323621
longer_train30_train,4,0,1,-0.0029370151460170746,0.0011321259662508965,-0.002997533418238163,0.0011591741349548101,6.051827222108841e-05,-2.704816870391369e-05,0.15053920551477087,-0.13388843807701256,0.20146504969279522
longer_train30_train,4,0,2,0.0095151886343956,0.001304691657423973,0.009445015341043472,0.001240618759766221,7.017329335212708e-05,6.407289765775204e-05,0.17455607111504834,0.31716085049497,0.36202324103545414
